origin,dest,route,type,area,altitude,aircraft,direction,dep_artcc,arr_artcc,origin_tracon,dest_tracon
KHWD,KCCR,"OAK V6 COLLI",TEC,"HWD TO CCR DWA EDU O41 SUU VCB",JMPQ50,HWD02,,ZOA,ZOA,NCT,SUU
KHWD,KCVH,"OSI V25 SNS",TEC,"HWD TO CVH MRY OAR SNS WVI",Q50,HWD03,SFOW,ZOA,ZOA,NCT,NCT
KHWD,KCVH,"SUNOL V301 KARNN V111 SNS",TEC,"HWD TO CVH MRY OAR SNS WVI",MPQ50,HWD15,SFOE,ZOA,ZOA,NCT,NCT
KHWD,KCVH,EUGEN,TEC,"HWD TO CVH MRY OAR SNS WVI",JMP110,HWD14,SFOW,ZOA,ZOA,NCT,NCT
KHWD,KCVH,EUGEN,TEC,"HWD TO CVH MRY OAR SNS WVI",J60,HWD20,SFOE,ZOA,ZOA,NCT,NCT
KHWD,KHAF,GOBBS,TEC,"HWD TO HAF",JMPQ40,HWD16,SFOE,ZOA,ZOA,NCT,NCT
KHWD,KHAF,"OSI JUMDA",TEC,"HWD TO HAF",JMPQ50,HWD17,SFOW,ZOA,ZOA,NCT,NCT
KHWD,KLSN,"OAK V244 ALTAM MOD",TEC,"HWD TO F34 LSN MCE MER MOD",Q50,HWD04,SFOW,ZOA,ZOA,NCT,NCT
KHWD,KLSN,"OAK V244 ALTAM MOD",TEC,"HWD TO F34 LSN MCE MER MOD",JMP70,HWD21,SFOW,ZOA,ZOA,NCT,NCT
KHWD,KLSN,"OAK V244 ALTAM MOD",TEC,"HWD TO F34 LSN MCE MER MOD",JMPQ50,HWD22,SFOE,ZOA,ZOA,NCT,NCT
KHWD,KMHR,"OAK V244 ALTAM V334 SAC",TEC,"HWD TO AUN BAB E36 GOO JAQ LHM MCC MHR MYV O61 OVE PVF RIU",Q50MP70,HWD13,SFOE,ZOA,ZOA,NCT,NCT
KHWD,KNUQ,"SUNOL SJC",TEC,"HWD TO NUQ PAO RHV E16",JMPQ40,HWD12,SFOE,ZOA,ZOA,NCT,NCT
KHWD,KNUQ,"SUNOL SJC",TEC,"HWD TO NUQ PAO RHV SJC E16",JMPQ50,HWD07,SFOW,ZOA,ZOA,NCT,NCT
KHWD,KSAC,"CCR COUPS",TEC,"HWD TO SAC O88",JMP100,HWD08,SFOW,ZOA,ZOA,NCT,NCT
KHWD,KSAC,"OAK V6 SAC",TEC,"HWD TO SAC SMF O88",Q50,HWD09,SFOW,ZOA,ZOA,NCT,NCT
KHWD,KSAC,"OAK V244 ALTAM V392 SAC",TEC,"HWD TO SAC SMF O88",MPQ50,HWD74,SFOE,ZOA,ZOA,NCT,NCT
KHWD,KSCK,"OAK V244 ALTAM",TEC,"HWD TO 1O3 C83 LVK SCK TCY O20 O27",Q50,HWD18,SFOW,ZOA,ZOA,NCT,NCT
KHWD,KSCK,"OAK V244 ALTAM",TEC,"HWD TO 1O3 C83 LVK SCK TCY O20 O27",JMP70,HWD23,SFOW,ZOA,ZOA,NCT,NCT
KHWD,KSCK,"OAK V244 ALTAM",TEC,"HWD TO 1O3 C83 LVK SCK TCY O20 O27",JMPQ50,HWD24,SFOE,ZOA,ZOA,NCT,NCT
KHWD,KSJC,"OAK ARTAQ",TEC,"HWD TO SJC",J30,HWD05,SFOE,ZOA,ZOA,NCT,NCT
KHWD,KSMF,"CCR CCR2",TEC,"HWD TO SMF",JMP100,HWD10,SFOW,ZOA,ZOA,NCT,NCT
KHWD,KSQL,"SUNOL SJC",TEC,"HWD TO SQL",JMPQ50,HWD19,SFOE,ZOA,ZOA,NCT,NCT
KHWD,KSQL,OSI,TEC,"HWD TO SQL",JMPQ50,HWD11,SFOW,ZOA,ZOA,NCT,NCT
KHYA,KACY,"MVY NEWBE SEY ORCHA T320 BRIGS",TEC,,10000,,,ZBW,ZDC,A90,ACY
KHYA,KACY,"MVY MINNK V374 GON CCC T224 JFK T315 ACY",TEC,,10000,"SINGLE ENGINE ONLY",,ZBW,ZDC,A90,ACY
KHYA,KALB,"PVD V146 ALB",TEC,"TO ALB.SCH",10000,,,ZBW,ZBW,A90,ALB
KHYA,KAUG,"FREDO BOS PEASE ENE",TEC,,10000,,,ZBW,ZBW,A90,PWM
KHYA,KBDL,PVD,TEC,,10000,,,ZBW,ZBW,A90,Y90
KHYA,KBDR,"MVY NEWBE T216 SEY ORCHA KEYED",TEC,WATER,10000,,,ZBW,ZNY,A90,N90
KHYA,KBDR,"MVY MINNK V374 CREAM T634 DENNA",TEC,,"AOB 10000",,,ZBW,ZNY,A90,N90
KHYA,KBED,FREDO,TEC,,10000,,,ZBW,ZBW,A90,A90
KHYA,KBGR,"FREDO BOS PEASE ENE T295 BGR",TEC,,10000,,,ZBW,ZBW,A90,BGR
KHYA,KBHB,"FREDO BOS PEASE ENE",TEC,,10000,,,ZBW,ZBW,A90,BGR
KHYA,KBOS,FREDO,TEC,"TO BOSTON & SATS",10000,,,ZBW,ZBW,A90,A90
KHYA,KBTV,"PVD T393 GDM T315 BTV",TEC,,10000,,,ZBW,ZBW,A90,BTV
KHYA,KBUF,"PVD V146 ALB T608 WOZEE",TEC,,10000,,,ZBW,ZOB,A90,BUF
KHYA,KBWI,"BUZRD Q167 ZIZZI KNUKK ATR LAFLN MIIDY3",H,"TO BWI.MTN",,,,ZBW,ZDC,A90,PCT
KHYA,KBWI,"MVY NEWBE SEY ORCHA T320 AVALO T358 SWANN",TEC,,8000,,,ZBW,ZDC,A90,PCT
KHYA,KBWI,"MVY MINNK V374 GON CCC T224 ENO T358 SWANN",TEC,,8000,"SINGLE ENGINE ONLY",,ZBW,ZDC,A90,PCT
KHYA,KCON,"FREDO MANCH",TEC,,10000,,,ZBW,ZBW,A90,A90
KHYA,KDCA,"BUZRD Q167 ZIZZI KNUKK ATR LAFLN DEALE3",H,,,,,ZBW,ZDC,A90,PCT
KHYA,KDOV,"MVY NEWBE T216 SEY ORCHA T320 AVALO T358 ENO",TEC,,10000,,,ZBW,ZDC,A90,DOV
KHYA,KDOV,"MVY MINNK V374 GON CCC T224 ENO",TEC,,10000,"SINGLE ENGINE ONLY",,ZBW,ZDC,A90,DOV
KHYA,KDXR,"PVD HFD T303 MAD EEGOR ALIXX RYMES",TEC,,10000,"PROPS LESS THAN 250 KTS IAS",,ZBW,ZNY,A90,N90
KHYA,KDXR,"PVD V146 BAF V157 HAARP",TEC,,10000,"JETS AND PROPS GREATER THAN 250 KTS IAS",,ZBW,ZNY,A90,N90
KHYA,KEEN,"PVD T393 KEYNN",TEC,,10000,,,ZBW,ZBW,A90,ZBW
KHYA,KELM,"PVD V146 CTR T458 STUBN",TEC,,10000,,,ZBW,ZNY,A90,ELM
KHYA,KERI,"PVD V146 CTR T458 STUBN JHW",L,,080-100,"RNAV/GNSS EQUIPPED ONLY",,ZBW,ZOB,A90,BUF
KHYA,KERI,"PVD V146 CTR T458 STUBN JHW",TEC,,,,,ZBW,ZOB,A90,BUF
KHYA,KEWR,"PVD V167 HFD T315 SEALL V188 CMK V623 SAX",TEC,"TO NEWARK & SATS",10000,"SINGLE ENGINE ONLY",,ZBW,ZNY,A90,PHL
KHYA,KEWR,"PVD V167 HFD V3 CMK V623 SAX",TEC,"TO NEWARK & SATS",10000,"PROPS LESS THAN 250 KTS IAS",,ZBW,ZNY,A90,PHL
KHYA,KFOK,"MVY NEWBE T216 SEY ORCHA CCC",TEC,,10000,"JETS AND PROPS GREATER THAN 250 KTS IAS",,ZBW,ZNY,A90,N90
KHYA,KFOK,"MINNK V374 GON CCC",TEC,,10000,"SINGLE ENGINE ONLY",,ZBW,ZNY,A90,N90
KHYA,KFRG,"MVY NEWBE T216 SEY ORCHA CCC V46 DPK",TEC,,10000,"JETS AND PROPS GREATER THAN 250 KTS IAS",,ZBW,ZNY,A90,N90
KHYA,KFRG,"MVY MINNK V374 GON CCC V46 DPK",TEC,,"AOB 10000",,,ZBW,ZNY,A90,N90
KHYA,KGON,DCT,TEC,DIRECT,10000,,,ZBW,ZBW,A90,PVD
KHYA,KHFD,"PVD HFD",TEC,,10000,,,ZBW,ZBW,A90,Y90
KHYA,KHPN,"PVD V167 HFD T303 MAD EEGOR ALIXX RYMES",TEC,,10000,,,ZBW,ZNY,A90,N90
KHYA,KISP,"MVY NEWBE T216 SEY ORCHA CCC",TEC,,10000,"JETS AND PROPS GREATER THAN 250 KTS IAS",,ZBW,ZNY,A90,N90
KHYA,KISP,"MVY MINNK V374 GON CCC",TEC,,"AOB 10000","SINGLE ENGINE ONLY",,ZBW,ZNY,A90,N90
KHYA,KJFK,"MVY NEWBE T216 SEY ORCHA CCC V46 DPK",TEC,,10000,,,ZBW,ZNY,A90,N90
KHYA,KJFK,"MVY MINNK V374 GON CCC V46 DPK",TEC,,"AOB 10000",,,ZBW,ZNY,A90,N90
KHYA,KLEB,"PVD T393 LBNON",TEC,,10000,,,ZBW,ZBW,A90,ZBW
KHYA,KLGA,"PVD V167 HFD T303 MAD EEGOR PRENO",TEC,,10000,,,ZBW,ZNY,A90,N90
KHYA,KMDW,"LFV CELTS MANCH CAM Q822 GONZZ Q29 DORET DJB ASHEN PANGG7",H,"TO 05C. IGQ. 3HO. GYY. MDW",,"RNAV 1-DME/DME/IRU OR GPS",,ZBW,ZAU,A90,C90
KHYA,KMHT,"FREDO BOS",TEC,,10000,,,ZBW,ZBW,A90,A90
KHYA,KORH,"PVD PUT",TEC,,10000,,,ZBW,ZBW,A90,Y90
KHYA,KOWD,FREDO,TEC,,10000,,,ZBW,ZBW,A90,A90
KHYA,KPBI,"BUZRD Q167 RIFLE HEADI Q97 KALDA Q131 WAALT Y289 DULEE CLMNT2",H,"TO 06FA.BCT.F45.PBI",,"JETS ONLY. RNAV 1-DME/DME/IRU OR GPS",WATER,ZBW,ZMA,A90,PBI
KHYA,KPBI,"BUZRD Q167 RIFLE HEADI Q97 KENLL CPTAN3",H,"TO 06FA.BCT.FXE. PBI. PMP",,"JETS ONLY. RNAV 1-DME/DME/IRU OR GPS",,ZBW,ZMA,A90,PBI
KHYA,KPHL,"MVY NEWBE T216 SEY ORCHA T320 BRIGS ACY V184 OOD",TEC,,10000,,,ZBW,ZNY,A90,PHL
KHYA,KPHL,"MVY MINNK V374 GON CCC T224 JIIMS OOD",TEC,,10000,"SINGLE ENGINE ONLY",,ZBW,ZNY,A90,PHL
KHYA,KPNE,"MVY NEWBE T216 SEY ORCHA CCC T224 DIXIE T438 ARD",TEC,,10000,,,ZBW,ZNY,A90,PHL
KHYA,KPNE,"MVY MINNK V374 GON CCC T224 DIXIE T438 ARD",TEC,,10000,"SINGLE ENGINE ONLY",,ZBW,ZNY,A90,PHL
KHYA,KPSM,"FREDO BOS",TEC,,10000,,,ZBW,ZBW,A90,A90
KHYA,KPVD,DCT,TEC,DIRECT,10000,,,ZBW,ZBW,A90,PVD
KHYA,KPWM,"FREDO BOS PEASE ENE",TEC,,10000,,,ZBW,ZBW,A90,PWM
KHYA,KRIC,"MVY NEWBE T216 SEY ORCHA T320 CHOPS T224 COLIN",TEC,,10000,,,ZBW,ZDC,A90,PCT
KHYA,KRIC,"MVY MINNK V374 GON CCC T224 COLIN",TEC,,10000,"SINGLE ENGINE ONLY",,ZBW,ZDC,A90,PCT
KHYA,KROC,"PVD V146 ALB",TEC,,10000,,,ZBW,ZOB,A90,ROC
KHYA,KRSW,"LFV CELTS NELIE Q75 SLOJO Q103 CYNTA SHFTY6",H,,,,,ZBW,ZMA,A90,RSW
KHYA,KSRQ,"LFV CELTS NELIE Q75 SLOJO Q103 PUPYY KYYUU LUBBR4",H,"TO FA54.LAL.PGD.SRQ.VNC",,"JET & TURBOPROP ONLY.  RNAV 1 - DME/DME/IRU OR GPS",,ZBW,ZMA,A90,TPA
KHYA,KSWF,"PVD T255 NELIE T212 TRESA",TEC,,10000,"GNSS EQUIPPED ONLY",,ZBW,ZNY,A90,N90
KHYA,KSYR,"PVD V146 ALB",TEC,,10000,,,ZBW,ZBW,A90,SYR
KHYA,KTPA,"LFV CELTS NELIE Q75 TEUFL BAAMF DADES2",H,,,,,ZBW,ZMA,A90,TPA
KHYA,KTTN,"MVY NEWBE T216 SEY ORCHA T320 MANTA T438 ARD",TEC,,10000,,,ZBW,ZNY,A90,PHL
KHYA,KTTN,"MVY MINNK V374 GON CCC T224 DIXIE T438 ARD",TEC,,10000,"SINGLE ENGINE ONLY",,ZBW,ZNY,A90,PHL
KHYA,KWRI,"MVY NEWBE T216 SEY ORCHA T320 DRIFT T416 CYN",TEC,,10000,,,ZBW,ZNY,A90,WRI
KHYA,KWRI,"MVY MINNK V374 GON CCC T224 CYN",TEC,,10000,"SINGLE ENGINE ONLY",,ZBW,ZNY,A90,WRI
KHYI,45R,"WEMAR T466 SBI 45R",TEC,,"050 OR 070",,,ZHU,ZHU,AUS,
KHYI,KBMT,"WEMAR T466 SBI",TEC,,"050 OR 070",,,ZHU,ZHU,AUS,I90
KHYI,KBPT,"WEMAR T466 SBI",TEC,,"050 OR 070",,,ZHU,ZHU,AUS,I90
KHYI,KLCH,"WEMAR T466 SBI",TEC,,"050 OR 070",,,ZHU,ZHU,AUS,LCH
KHYI,KORG,"WEMAR T466 SBI",TEC,,"050 OR 070",,,ZHU,ZHU,AUS,I90
KIAD,21N,"WOOLY2 AGARD WNSTN T320 ORCHA 21N",L,,,,,ZDC,ZNY,PCT,
KIAD,CYOW,"JERES2 JERES Q227 STUBN SYR ART DEANS-STAR",H,,,,,ZDC,ZUL,PCT,
KIAD,CYUL,"JCOBY4 SWANN BROSS Q419 RBV Q22 LLUND BIZEX Q133 PBERG CARTER-STAR",H,,,"PART 121 AND 129 ONLY",,ZDC,ZUL,PCT,
KIAD,CYUL,"JERES2 JERES Q227 STUBN SYR ART IMPACT-STAR",H,,,,,ZDC,ZUL,PCT,
KIAD,CYYZ,"JERES2 JERES Q221 DLMAR WOZEE LINNG-STAR",H,,,,,ZDC,ZYZ,PCT,
KIAD,KACK,"WOOLY2 SWANN BROSS Q419 RBV Q430 KYSKY DEEPO2",H,,,,,ZDC,ZBW,PCT,A90
KIAD,KAGS,"JDUBB4 RRSIN GSO STWRT3",H,,,,,ZDC,ZTL,PCT,AGS
KIAD,KALB,"JCOBY4 SWANN BROSS Q419 RBV Q22 LLUND TRUDE V487 CANAN",H,"TO ALB.SCH",,"TURBOJETS  PART 121 AND 129 ONLY",,ZDC,ZBW,PCT,ALB
KIAD,KATL,"CLTCH3 FLASK OZZZI2",H,,,TURBOJETS,,ZDC,ZTL,PCT,A80
KIAD,KAUS,"CLTCH3 MAULS Q40 ALEAN VXV SQS SWEUP LUKKN WLEEE7",H,,,,,ZDC,ZHU,PCT,AUS
KIAD,KAVL,"CLTCH3 MAULS Q40 FEEDS SUG",H,,,TURBOJETS,,ZDC,ZTL,PCT,AVL
KIAD,KAVP,"JERES2 JERES Q221 MICAH SEG T212 LVZ",H,,,,,ZDC,ZNY,PCT,AVP
KIAD,KBAF,"WOOLY2 SWANN BROSS Q419 DPK DPK3",H,,,,,ZDC,ZBW,PCT,Y90
KIAD,KBCT,"JDUBB4 RRSIN GSO Q83 JEVED Q97 KENLL CPTAN3",H,,,,,ZDC,ZMA,PCT,PBI
KIAD,KBDL,"JCOBY4 SWANN BROSS Q419 DPK DPK3",H,,,"TURBOJETS PART  121 AND 129 ONLY",,ZDC,ZBW,PCT,Y90
KIAD,KBDL,"WOOLY2 SWANN BROSS Q419 DPK DPK3",H,,,,,ZDC,ZBW,PCT,Y90
KIAD,KBDR,"WOOLY2 AGARD DONIL MAEVE SARDI1",H,,,,,ZDC,ZNY,PCT,N90
KIAD,KBED,"WOOLY2 SWANN BROSS Q419 DPK DREEM3",H,"TO BED. BVY. LWM",,"RNAV 1 - DME/DME/IRU OR GPS",,ZDC,ZBW,PCT,A90
KIAD,KBGR,"WOOLY2 SWANN BROSS Q419 RBV Q22 FOXWD BOS",H,,,"PART 121 AND 129 ONLY",,ZDC,ZBW,PCT,BGR
KIAD,KBHM,"CLTCH3 MAULS Q40 NIOLA DIODE",H,,,TURBOJETS,,ZDC,ZTL,PCT,BHM
KIAD,KBKL,"JERES2 JERES J211 JST UPPRR TRYBE4",H,,,,,ZDC,ZOB,PCT,CLE
KIAD,KBNA,"RNLDI4 OTTTO Q80 DEWAK CUTRR PASLY5",H,,,"JETS - RNAV1 DME/DME/IRU OR GPS",,ZDC,ZME,PCT,BNA
KIAD,KBOS,"JCOBY4 SWANN BROSS Q419 JFK ROBUC3",H,,,"TURBOJETS PART 121 AND 129  ONLY",,ZDC,ZBW,PCT,A90
KIAD,KBTR,"CLTCH3 MAULS Q40 NIOLA MCB",H,,,,,ZDC,ZHU,PCT,BTR
KIAD,KBTV,"JCOBY4 SWANN BROSS Q419 RBV Q22 LLUND BIZEX CAM GRNMT BTV",H,,,"PART 121 & 129 JETS . RNAV 1 - DME/DME/IRU OR GPS",,ZDC,ZBW,PCT,BTV
KIAD,KBTV,"WOOLY2 SWANN BROSS Q419 RBV Q22 LLUND BIZEX CAM GRNMT BTV",H,,,"JETS ONLY . RNAV 1 - DME/DME/IRU OR GPS",,ZDC,ZBW,PCT,BTV
KIAD,KBUF,"JERES2 JERES Q221 DLMAR BENEE",H,,,,,ZDC,ZOB,PCT,BUF
KIAD,KBWI,DCT,TEC,DIRECT,4000,,,ZDC,ZDC,PCT,PCT
KIAD,KCAE,"JDUBB4 RRSIN GSO",H,,,,,ZDC,ZJX,PCT,CAE
KIAD,KCAK,"JERES2 JERES J211 JST SOORD ZZIPS1",H,,,,,ZDC,ZOB,PCT,CLE
KIAD,KCEF,"WOOLY2 SWANN BROSS Q419 DPK DPK3",H,,,,,ZDC,ZBW,PCT,Y90
KIAD,KCGF,"JERES2 JERES J211 JST UPPRR TRYBE4",H,,,,,ZDC,ZOB,PCT,CLE
KIAD,KCHA,"CLTCH3 MAULS Q40 ALEAN VXV",H,,,TURBOJETS,,ZDC,ZTL,PCT,CHA
KIAD,KCHS,"JDUBB4 RRSIN GSO OBNEE OSPRI7",H,,,"JETS ONLY",,ZDC,ZJX,PCT,CHS
KIAD,KCHS,"JCOBY4 SCOOB DFENC Q109 JOHAR AMYLU AMYLU3",H,"TO CHS.JZI",,"PART 121 ONLY",,ZDC,ZJX,PCT,CHS
KIAD,KCLE,"JERES2 JERES J211 JST UPPRR TRYBE4",H,,,"RNAV TURBOJET",,ZDC,ZOB,PCT,CLE
KIAD,KCLT,"SCRAM6 GLANC AIROW CHSLY6",H,,"AOB  FL320",,,ZDC,ZTL,PCT,CLT
KIAD,KCMH,"BUNZZ3 RAMEY Q72 HACKS SCRLT2",H,,,TURBOJETS,,ZDC,ZID,PCT,CMH
KIAD,KCOS,"RNLDI4 OTTTO Q176 STL J24 MCI J80 GLD OZZZY5",H,,,,,ZDC,ZDV,PCT,COS
KIAD,KCVG,"RNLDI4 OTTTO COLNS GAVNN8",H,"TO CVG. HAO. LUK I69",,"JETS ONLY. RNAV 1 - DME/DME/IRU OR GPS",,ZDC,ZID,PCT,CVG
KIAD,KDAB,"JDUBB4 RRSIN GSO Q83 ROYCO Q85 LPERD TTHOR3",H,,,,,ZDC,ZJX,PCT,DAB
KIAD,KDAB,"JCOBY4 SCOOB MOXXY Q85 LPERD TTHOR3",H,,,,,ZDC,ZJX,PCT,DAB
KIAD,KDAL,"RNLDI4 OTTTO Q80 FAREV RAMRD Q68 LITTR DIRRK HIBIL3",H,,,,,ZDC,ZFW,PCT,D10
KIAD,KDAY,"BUNZZ3 RAMAY Q72 HACKS APE DANEI3",H,,,,,ZDC,ZID,PCT,CMH
KIAD,KDCA,DCT,TEC,DIRECT,3000,,,ZDC,ZDC,PCT,PCT
KIAD,KDEN,"RNLDI4 OTTTO Q176 STL J24 OATHE CLASH5",H,,,,,ZDC,ZDV,PCT,D01
KIAD,KDET,"MCRAY2 MCRAY Q178 KOZAR FOREY2",H,"TO DETROIT SATS(DET.ARB.PTK.YIP.CYQG)",,"TURBOJETS: DME/DME/IRU OR GPS REQUIRED",,ZDC,ZOB,PCT,D21
KIAD,KDFW,"RNLDI4 OTTTO Q80 FAREV RAMRD Q68 LITTR FEWWW SEEVR4",H,,,,"DFW SOUTH FLOW",ZDC,ZFW,PCT,D10
KIAD,KDFW,"RNLDI4 OTTTO Q80 FAREV RAMRD Q68 LITTR FEWWW BRDJE5",H,,,,"DFW NORTH FLOW",ZDC,ZFW,PCT,D10
KIAD,KDSM,"MCRAY2 MCRAY Q178 DJB CPONE JOT J60 IOW J10 DSM",H,,,,,ZDC,ZMP,PCT,DSM
KIAD,KDTW,"MCRAY2 MCRAY Q178 KOZAR KLYNK3",H,,,,"DTW NORTH FLOW",ZDC,ZOB,PCT,D21
KIAD,KDTW,"MCRAY2 MCRAY Q178 KOZAR BONZZ2",H,,,,"DTW SOUTH FLOW",ZDC,ZOB,PCT,D21
KIAD,KDXR,"WOOLY2 AGARD MAEVE Q439 SARDI RICED RICED4",H,"TO DXR. HPN",,,,ZDC,ZNY,PCT,N90
KIAD,KECP,"SCRAM6 GLANC COLZI Q52 CHOPZ THRSR RSVLT EUF RRS",H,,,,,ZDC,ZJX,PCT,PAM
KIAD,KELM,"JERES2 JERES Q227 STUBN",H,,,,,ZDC,ZNY,PCT,ELM
KIAD,KEWR,"JCOBY4 SWANN PHLBO4",H,,,"TURBOJETS. PART 121 AND 129 ONLY",,ZDC,ZNY,PCT,PHL
KIAD,KEWR,"WOOLY T356 SWANN BRAND1",L,,"110-170 INCL",TURBOPROPS,,ZDC,ZNY,PCT,PHL
KIAD,KEWR,"MRB WOOLY EMI V419 MXE ARD METRO",TEC,,7000,"LESS THAN 180 KTS ONLY",,ZDC,ZNY,PCT,PHL
KIAD,KEYW,"JCOBY4 SCOOB EARZZ Q131 WAALT Y289 BAHAA AR17 HIBAC EBAYY FNTSY1",H,,,,WATER,ZDC,ZMA,PCT,NQX
KIAD,KEYW,"JCOBY4 SCOOB PAACK Q97 EBAYY FNTSY1",H,,,,,ZDC,ZMA,PCT,NQX
KIAD,KFLL,"JCOBY4 SCOOB PAACK Q97 PRMUS CUUDA3",H,"TO FLL.OPF",,"PART 121 ONLY. JETS ONLY EXC EA50 E5OP SF50 C510 C",,ZDC,ZMA,PCT,MIA
KIAD,KFLL,"JCOBY4 SCOOB EARZZ CHIEZ Y291 MAJIK CUUDA3",H,"TO FLL.OPF",,"PRT121 ONLY JETS ONLY EXC EA50 ESOP SF50 C510 C525",WATER,ZDC,ZMA,PCT,MIA
KIAD,KFLL,"JCOBY4 SCOOB PAACK Q97 KENLL TARPN3",H,"TO 07FA.FLL.HST.HWO.MIA.OPF.TMB.X51",,"PART 121 ONLY",,ZDC,ZMA,PCT,MIA
KIAD,KFOK,"WOOLY2 AGARD DONIL MAEVE SARDI1",H,,,,,ZDC,ZNY,PCT,N90
KIAD,KFRG,"WOOLY2 AGARD DONIL MAEVE SARDI1",H,,,,,ZDC,ZNY,PCT,N90
KIAD,KFTY,"CLTCH3 FLASK VIEWS DEHAN3",H,,,,,ZDC,ZTL,PCT,A80
KIAD,KFXE,"JDUBB4 RRSIN GSO Q83 JEVED Q97 KENLL CPTAN3",H,,,,,ZDC,ZMA,PCT,MIA
KIAD,KGMU,"SCRAM6 GLANC FUBLL JUNNR4",H,,,,,ZDC,ZTL,PCT,GSP
KIAD,KGON,"WOOLY2 AGARD DONIL MAEVE SARDI1",H,,,,,ZDC,ZBW,PCT,PVD
KIAD,KGRB,"MCRAY2 MCRAY Q178 DJB",H,,,,,ZDC,ZMP,PCT,GRB
KIAD,KGRR,"MCRAY2 MCRAY Q178 DJB J34 ALPHE",H,,,,,ZDC,ZAU,PCT,AZO
KIAD,KGSO,"SCRAM6 GLANC AIROW HENBY1",H,,,,,ZDC,ZTL,PCT,GSO
KIAD,KGSO,"CSN V140 MOL T358 AIROW HENBY",L,,"70-170 INCL",NON-JET,,ZDC,ZTL,PCT,GSO
KIAD,KGSP,"SCRAM6 GLANC FUBLL JUNNR4",H,,,,,ZDC,ZTL,PCT,GSP
KIAD,KHFD,"WOOLY2 SWANN BROSS Q419 DPK MAD T303 HFD",H,,,,,ZDC,ZBW,PCT,Y90
KIAD,KHOU,"CLTCH3 MAULS Q40 AEX WAPPL7",H,,,TURBOJETS,,ZDC,ZHU,PCT,I90
KIAD,KHPN,"JCOBY4 SWANN BROSS Q419 NACYN CYN BOUNO5",H,,"AT OR ABOVE FL180","PART 121 AND 129 ONLY",,ZDC,ZNY,PCT,N90
KIAD,KHPN,"WOOLY2 SWANN BROSS Q419 NACYN CYN BOUNO5",H,,,,,ZDC,ZNY,PCT,N90
KIAD,KHPN,"WOOLY AGARD WNSTN T320 RICED RICED4",L,,"90-170 INCL",,,ZDC,ZNY,PCT,N90
KIAD,KHPN,"MRB REEES T299 HUO IGN V157 HAARP",L,,7000,,,ZDC,ZNY,PCT,N90
KIAD,KHSV,"CLTCH3 MAULS Q40 ALEAN VXV RQZ",H,,,,,ZDC,ZME,PCT,HSV
KIAD,KHVN,"WOOLY2 AGARD DONIL MAEVE SARDI1",H,,,,,ZDC,ZNY,PCT,N90
KIAD,KHXD,"JCOBY4 SCOOB GUILD Q409 SESUE SOOOP",H,,,"PART 121 ONLY",,ZDC,ZJX,PCT,SAV
KIAD,KHXD,"JDUBB4 RRSIN GSO CTF CANTR PLZZZ",H,,,"JETS ONLY",,ZDC,ZJX,PCT,SAV
KIAD,KHYA,"WOOLY2 SWANN BROSS Q419 RBV Q430 FLAPE MVY",H,,,,,ZDC,ZBW,PCT,A90
KIAD,KIAG,"JERES2 JERES Q221 DLMAR WOZEE",H,,,,,ZDC,ZOB,PCT,BUF
KIAD,KIAH,"CLTCH3 MAULS Q40 AEX SKNRD5",H,,,TURBOJETS,"IAH EAST FLOW",ZDC,ZHU,PCT,I90
KIAD,KIAH,"CLTCH3 MAULS Q40 AEX DOOBI3",H,,,TURBOJETS,"IAH WEST FLOW",ZDC,ZHU,PCT,I90
KIAD,KICT,"RNLDI4 OTTTO Q176 BUM CASSO",H,,,,,ZDC,ZKC,PCT,ICT
KIAD,KILM,"JDUBB4 MELTN SBV RDU FAY V296 ILM",H,,,,,ZDC,ZDC,PCT,ILM
KIAD,KILM,"JCOBY4 SCOOB PAACK CHVIS BEULA",H,,,"PART 121 JETS ONLY. RNAV 1 - DME/DME/IRU OR GPS",,ZDC,ZDC,PCT,ILM
KIAD,KIND,"BUNZZ3 RAMAY Q72 HACKS PLASH SNKPT2",H,,,TURBOJETS,,ZDC,ZID,PCT,IND
KIAD,KINT,"SCRAM6 GLANC AIROW HENBY1",H,,,,,ZDC,ZTL,PCT,GSO
KIAD,KISM,"JDUBB4 RRSIN GSO Q83 ROYCO Q85 LPERD SNFLD3",H,,,,,ZDC,ZJX,PCT,F11
KIAD,KISP,"WOOLY2 AGARD DONIL MAEVE SARDI1",H,,,,,ZDC,ZNY,PCT,N90
KIAD,KISP,"WOOLY T356 OBWON PALEO WNSTN T320 SARDI CCC",L,,"90-170 INCL",,,ZDC,ZNY,PCT,N90
KIAD,KITH,"JERES2 JERES Q227 STUBN",H,,,,,ZDC,ZNY,PCT,ELM
KIAD,KJAN,"CLTCH3 MAULS Q40 NIOLA VLKNN MERDN",H,,,,,ZDC,ZME,PCT,JAN
KIAD,KJAX,"JCOBY4 SCOOB GUILD Q409 SESUE ESENT LUNNI2",H,,,"PART 121 ONLY",,ZDC,ZJX,PCT,JAX
KIAD,KJFK,"JCOBY4 AGARD T287 DONIL T315 PANZE V44 CAMRN",L,,90-170,"PART 121 & 129 ONLY. JETS. 250 KNOTS OR GREATER",,ZDC,ZNY,PCT,N90
