G499_old_2603_changed,URMAN ABGIL LEKMU RUKAN BELEG MALUB BOKUR BEBIR,NASR
G5,KORAL SONSO NISUR ESS BARAM VONCI RALEK SAK AGDAL TOLSI ROMSO VAGNO KORIS,XP12
G504,LETON IORIO COUKY FOLLE PRRDO ANGSS STRUD RATTL PVN SHOEZ CARAH ALBBE,NASR
G52,BEXAL LIGRA ESP MAGUM NSA PINOX RIVRO,XP12
G521,CZM ITPIG AMIDA KIRAP KORTI SAP,XP12
G52_old_2603_changed,RIVRO PINOX NSA MAGUM ESP LIGRA BEXAL,NASR
G53,LTP LUXAN ETREK AMIKO AGREV MEZIN NINUN MEN,XP12
G534,GOTIL GISID TOROS,XP12
G53_old_2603_changed,MEN NINUN MEZIN AGREV AMIKO ETREK LUXAN LTP,NASR
G54,POLLY GIPEX KUSEK ABDOS VEROS DEPOM CTX OLINO POI BETOB ABSIE LUGEN TIRAV,XP12
G55,IBKUG KHG BUZ VATOB KATUR TOTNO SYZ,XP12
G550,BAL NEGOS ROGEL EDSIL OGTUR ECA KIBAR BUVOK EGOSA NAS ALMIR ROMIV USU PWL,XP12
G552,AKB SANIR,XP12
G552_old_2603_changed,SANIR AKB,NASR
G555,GETLI PR LIVDI KURUT PINAX,XP12
G55_old_2603_changed,ABD IBSAL,NASR
G575,FICKY HILCO APIDD BIGBY CINTO WIBIG REVRO RUTAK ROBKO REPAR ORARE TAF,NASR
G578,GURAG OMDOB DILIS TODEK TAGPI SAMLI TAC POXOS KAWIT PACIN MCT LAMOK AROLA ALDIN PARAL ZAM TABUL GORAI GABUS GURNI EMTAS BLI LIPRA EGATU ONALA TAYER GOLUX PD,XP12
G579,CKG DOLTA GUSKO PLB PARDI REPOV UXATI REMES EMSIB OLNUB SJ LEGOL LAPOL GUMPU VJB,XP12
G580,BRU VMY SARVO TOSOD VMH PILAX KIKAK VKG MOXUN ATETI NIMIX OBGET DODSO TOMAN DOWON HOSBA SJ,XP12
G580_old_2603_changed,VJN BRU VMY SARVO TOSOD VMH PILAX KIKAK VKG MOXUN ATETI NIMIX OBGET DODSO TOMAN DOWON HOSBA SJ,NASR
G581,BIGEX MAGOG ELATO DADON COMBO CYRUS QUOTA WP521 GRADY PORCH PARPA HCN IONIC,XP12
G581_old_2603_changed,IGURU MJC,NASR
G582,PUGER GOBAS BILIK VBA OGANA PIBOS ADNUT VPK,XP12
G582_old_2603_changed,VPK ADNUT PIBOS OGANA VBA BILIK GOBAS PUGER,NASR
G583,LATAK BUMEN DIMOT SENOR UB MK KULOD KUDER GEFAR UMBOS,NASR
G583_old_2603_changed,BISIV MVE,NASR
G585,SEL KALMA KAKSO GUKDO ENSAL BASEM BIGOB CUN ELAPI KPO BULGA SAPRA XZE,XP12
G586,LAGEX SJG MAMSI RUSES QP ALGAG OSNOV PUNIR MOLSO WYN,XP12
G587,APU ROBIN LEKOS PABSO POLAR BULAN,XP12
G588,IDVOG DOBRO GUBRI PAGDI BUTIV MU,XP12
G588_old_2603_changed,FKG MULOR REDUB NIRAV XFY TEBUS,NASR
G590,IRPAX BODOG UXUPO BBN ALGOB DOMET NOGIS KKJ BOBET BPL OSEPU,XP12
G590_old_2603_changed,OVLAP OMUPA SMR,NASR
G591,AA KYPRA UKAPA PERAS KT ELNOS MUGEN ABVOM NF OSVAR SCUBA LTO TEPAM MEPAB PUGEL LAMEK MUBNI CS,XP12
G591_old_2603_changed,CS MUBNI LAMEK PUGEL MEPAB TEPAM LTO SCUBA OSVAR NF ABVOM MUGEN ELNOS KT PERAS UKAPA KYPRA AA,NASR
G593,FU LATOL DUBOP ATOPO ABVAT AGSEK ANRIK NA PIKIN POPAS PAGRA ESDOX PALMI NU ORAGI MIBOR RG,XP12
G594,AA AKLOM MEXIP NUPTO OVTOS BIXIT RG DALUN KRILL MAITO TAF PAERE TOLAB TAMUR TIERE TARAO TUNBA TIAMU,XP12
G595,MUGEN NISET MALNI NIMOD ODUTI PAVSI RAXER SABUB TAF,XP12
G595_old_2603_changed,SARAP ELPIB SOTKI ATNAT INVUS GUTIV DIPSO TESAT,NASR
G597,DONVO AGAVO GONAV DANTI ANSIM BINIL NOPIK GOGET SEL EGOBA KARBU TORUS BIKSI KAE PILIT ESNEG AGSUS LANAT DANJU XZE YGE DAIEI TRE KANNA YME OGAKI KCC TRIKE,XP12
G597_old_2603_changed,TRIKE KCC OGAKI YME KANNA TRE DAIEI YGE XZE DANJU LANAT AGSUS ESNEG PILIT KAE BIKSI TORUS KARBU EGOBA SEL GOGET NOPIK BINIL ANSIM DANTI GONAV AGAVO DONVO,NASR
G598,LKN APIPU PARSA SMR,XP12
G598_old_2603_changed,SMR PARSA APIPU LKN,NASR
G599,MUKLU EMRAD SOSPI TEKOT TAF,XP12
G599_old_2603_changed,AA OLBEX,NASR
G6,DIMAO ANB SALMA,XP12
G623,GAD EBA GIRID TOUBA TBS,XP12
G623_old_2603_changed,TBS TOUBA GIRID EBA GAD,NASR
G626,JOS AGTAD PITSA POSIB MIU,XP12
G626_old_2603_changed,MIU POSIB PITSA AGTAD JOS,NASR
G629,KNSLY RAPPR CATHI PVN EGANN RAHAM LYMIN,NASR
G629_old_2603_changed,IMADI SIA,NASR
G633,ANU SKB GABAR DANDE TANZY COY SNOOZ VEDAS TUUNA DDP MAZ ZADAV MELLA,NASR
G633_old_2603_changed,NALDA EMADA TAKAN VSA,NASR
G642,BGI TEDDY SLU,XP12
G648,GTK PVN MICAS,NASR
G650,JDW RIBAM RASKA DULAB ULONI ASM KONET,XP12
G650_old_2603_changed,KONET ASM ULONI DULAB RASKA RIBAM JDW,NASR
G651,KUSUB ALKOS MURAL,XP12
G652,IMPOS DUDRI DAVOX MIPUB GEROL OBSUS LONOV KOBES TOKRA DEBAV DATBU NAMVA NALKI TULBU GEPOT KUSRA SODEB VEKAN TAPDO,XP12
G652_old_2603_changed,MENSO GENID IBMOG VBR,NASR
G653,VEDRY XABEB ANTOR KGV SINKI GSV ETOSA NESEK UTRUK JSV WIV OKRIP ESRAS ESRUM ORNAD VMA,XP12
G653_old_2603_changed,VMA ORNAD ESRUM ESRAS OKRIP WIV JSV UTRUK NESEK ETOSA GSV SINKI KGV ANTOR XABEB VEDRY,NASR
G655,FARES GALPO FUNGI EBITO IMLES SEB ELGAN GARIN,XP12
G655_old_2603_changed,DANAM VBU,NASR
G656,OVANA MEKRO ANTOP TMA47 CTR47 DVL CTR48 TMA48 MUTAR ETONA ITRON VTZ ETKEB ENORA GENID GESAS ESRAV EKEOT EXEMA EGPON IBKIM VMA,XP12
G656_old_2603_changed,IMDEB ATUGA JUB,NASR
G657,ASKEN EGMES BELDI MAV,XP12
G657_old_2603_changed,OKSAD MUVAL VSK TONKA,NASR
G660,NY DIKSU GULEN OPDOL SOK OVKEK AGSOX APVUR GAMTA KAN ODNOM LUGRI MIU KELAK FL KIRBO GUPUM ETSAM ARBEG GNA FSR OBD,XP12
G660_old_2603_changed,IMSUT KTM BOPID PSD BOGUM MIPOL EGMEG JDW,NASR
G662,BUSRA KUPRI DESLI ALKOT GRY ITUNO ASH ODBAT NIMAR EGVOP HIL DAROP MODIV GAS KUSRO SIVIS KUNEK KSA,XP12
G663,IMDAT DEPSU DASDO SYZ KINOT DEDAK BONEG YZD BOMIT DANEM SOGOT ORSOK ALMUD RIBEN TBS PATEN TASLU RAMIL MSD,XP12
G663_old_2603_changed,ALSER VEDOR GETAL KOBOK TOLMO RAKAK LOTOR ULADA RABKA KFA TABTA UMENA,NASR
G664,ADM KEGAG ABATO TOPMA LINVA OZT LARAP ERA OLMAG EVOXO OJD,XP12
G664_old_2603_changed,OJD EVOXO OLMAG ERA LARAP OZT LINVA TOPMA ABATO KEGAG ADM,NASR
G665,ABD DEMPO VATAN BOTAS KAVIL EGSIR ITSIM SYZ VAVAS BOTUX SOLAK ASMET NANTO RIGUT NABOX LOXOL ASVIB PG,XP12
G666,ITOMI REVAV VEGEK ULIVA TOTKU KIVUS LUDAM ORSAR ELIRA DATUT LVA LAM KUPTO SYZ,XP12
G666_old_2603_changed,SYZ KUPTO LAM LVA DATUT ELIRA ORSAR LUDAM KIVUS TOTKU ULIVA VEGEK REVAV ITOMI,NASR
G667,ALSAN RALKA KUA KFR KATOD COPPI EMENI RADGI MAANI LUGAL MGA AVOBO ESRAT KSA TOTEB LOPEP RIBIM KITUB TUGUP TABNA WDR TASMU NEJ NETAS ELONA LABDO XABIP ASREM SAA MISAN SOKAT DEPDA ULBIR PARIM DTI,XP12
G667_old_2603_changed,NESIR SAVUZ,NASR
G668,DERKI RAPTA,XP12
G668_old_2603_changed,MUNTA ZB,NASR
G669,ASH AJF VELAL PAXAN TOKLU RAF NISER SOLAT BUBER KUA SESRU NANPI VELUT KHG IVERA,XP12
G669_old_2603_changed,RUBAK SYZ,NASR
G67,TBN ODZOL ATPUM ZUBRE,XP12
G670,LALDA RIKIS MODIL RST,XP12
G674,BPN SERPU MOBAD GAS MUNPI ROSUL EMURI KUKNI PMA,XP12
G675,DUBKU ANBAL QIT PAMIS MANBU MIGUR BIVAN GYV PUNAS ANDEL SRV PAGUR URA OGTAM KIBAN REPIB TRU ESMIL BTE SLS JCL,XP12
G675_old_2603_changed,CLO ISOPA,NASR
G678,CBC GEMAP GEBAL SOM CBL RAVIE SUMBI XONIM ROMUV AKTUM BVI NEVDU SIPOX MNS,XP12
G678_old_2603_changed,MNS SIPOX NEVDU BVI AKTUM ROMUV XONIM SUMBI RAVIE CBL SOM GEBAL GEMAP CBC,NASR
G67_old_2603_changed,LAFNE SARPI,NASR
G680,BGE TULIO OPSOS GUA TINTA ROS,XP12
G680_old_2603_changed,ROS TINTA GUA OPSOS TULIO BGE,NASR
G7,OLTON DUKAR SONIR KOGOR LUNAD OBODO BEBIT TOMRI LASBA OGETO TOSMA KUTEK RUDLA BEREM ODAMI RULOD PIRUD OKEPA DOKIL AMOSO RANEV LAVGI KENAM OLKES LULIR OSMAN LUSOP UBOKI LURET PEKOL TIRBU BAGET BALOM AKEBA ABDET GIKSI LIRFA ROLON TISBI BADAL OLODI DILON TUMOK,XP12
G701,LUC BIRGO ODEGA OGREN TRETS LACAZ MTG,XP12
G702,AKUTI EVIRI MILNO BTA,XP12
G705,BISUN AGBIS TERNI RITEK RIVAT,XP12
G707,LAVGI BERUK OLEKA OSKON RELMI GODIG BUMAT PENOT LAPRU PEPAN ABEDI BETUB RITNI,XP12
G707_old_2603_changed,RITNI BETUB ABEDI PEPAN LAPRU PENOT BUMAT GODIG RELMI OSKON OLEKA BERUK LAVGI,NASR
G711,KANSU DOHAE RIVAT,XP12
G713,LITUN PIMUM BADRI SURUT POGUT,XP12
G714,BG DAGES,XP12
G715,LUNEP BOGRI URAMI NIMOL NWK BAGIK GIRNI BENIG UNOMA ML,XP12
G717,ALOGA BESIT DIGAP ULGUN,XP12
G719,ARKUK GUBAT DUDLA SH ABIMA LAGNI OGLES GIMIR BANIL AMESU TARSA TILRI NITEK TANAR LEDMA THN NAKUN RAMAT SUMUL TURMA,XP12
G727,FARES LEMSA JBA BISKO ORSIN SFX KADRA ELJEM MON ATLEL DIDON CBN SIRVI NIBEL,XP12
G728,CBN TUPAL,XP12
G728_old_2603_changed,TUPAL CBN,NASR
G73,LUMES RAPAK TUSOM OSTUL PIRUT PETIN SAMIK UB BIGET MAPEG NURBA DIVIL GIRAN ROMEM ABOMA ERMIS MASET ODEPI GIGOR NA PIKUS LUSAK MOMES ADLAT ARNUP FA MOKET ULTUR ODENA PUMNA NALEB GOMUN OLGEN NEKUT,XP12
G737,CBN TUNEX,XP12
G73_old_2603_changed,KTN DIKRA NEGNI ARKAN OBUKA KU GIKOS RIMEG SOPON,NASR
G745,JSV WIV DODOS PKV GAGNO ANVAK VMA,XP12
G757,AUR SERLA TADIN TUCAN TIK AMARU KINAL CTM,XP12
G765,IMATA CTM ANADI MARID PAULE OTEDI CZM BOTOP DUMBU IMOLO,XP12
G765_old_2603_changed,AUR RIDEM,NASR
G775,BUROT DOLOS ASB ORPAB MIDMO MSD NOTSO ASVIS BOPEB BJD ODBES ELOKA LUDAX ZDN,XP12
G781,BONAM TUDNU UMH TUBAR ROVON ZAJ LABKA NSH,XP12
G781_old_2603_changed,NSH LABKA ZAJ ROVON TUBAR UMH TUDNU BONAM,NASR
G782,JDW KAPAV VEMEM BOPEV DFN ASMUN TUKVU RGB UMASU DURMA KSA ESRAT AVOBO MGA LUGAL MAANI RADGI EMENI COPPI KATOD KFR KUA,XP12
G783,GIDIS DESVU VAVIM ASPED ELUDA UKRAG RIGIL TANSU DANUX IMGOV ALROK SILBU ASNUR PURDA,XP12
G783_old_2603_changed,PURDA ASNUR SILBU ALROK IMGOV DANUX TANSU RIGIL UKRAG ELUDA ASPED VAVIM DESVU GIDIS,NASR
G792,GIRUN BRD SILPO BOTEK MSD TANBU PAMTU,XP12
G795,BSR TASMI RALKA,XP12
G796,HANGU LAJAK,XP12
G796_old_2603_changed,LAJAK HANGU,NASR
G799,ELONU PMA,XP12
G7_old_2603_changed,MAMES DIVKO MTG POMEG OB RIKPO LANKO CUERS RUBIT,NASR
G8,ALRAM DERIL NARLI OTKEP VAKUL SRT ABKAL ULSAB TAMER SORAR EZS BULUT GEM MARTI GOBIT KUBER BAG PETAR UMRUN TOKER EKMEL PIMAV EKDAM YAA,NASR
G80,OKESA AKBUK YOYYO YUNUS BANRO RDS LINRO ROXOL KPC NIBOX MOKIS SIT,XP12
G801,KUNAD DIPEK RIMLI UB,XP12
G801_old_2603_changed,UB RIMLI DIPEK KUNAD,NASR
G802,SOSIR PANOX PIVOS NEMIS KERMA HOS VEXOL,XP12
G802_old_2603_changed,SOSIR PANOX PIVOS NEMIS KERMA HOS VEXOL IMR,NASR
G806,BANOT OGEBA GIROB BAGTI DIGMI AGNIR LIRTA BUKEM OBENI OKBAT LURET,XP12
G806_old_2603_changed,LURET OKBAT OBENI BUKEM LIRTA AGNIR DIGMI BAGTI GIROB OGEBA BANOT,NASR
G807,IPLEN BEGIL VENAP ABMEL UDVUL TOKMO,XP12
G807_old_2603_changed,TOKMO UDVUL ABMEL VENAP BEGIL IPLEN,NASR
G808,NIGOR BADOL MIKET REMGA,XP12
G808_old_2603_changed,REMGA MIKET BADOL NIGOR,NASR
G809,OKUPA RAGAN SEVIK RIBSA DOBAL ENS BORKI DEBAR GO KRS BALUT KETEM OKELA NILRA BEKPU TR,XP12
G80_old_2603_changed,ADORU ATVEP ULMAR EKI BIG RAUMA LEDLO KONEN DUGLA BERGO,NASR
G81,BONAM ZELSU VAN BEYAZ BAYIR NAREN UMLEN PALUT EZS,XP12
G810,LAVNI ALODI BANOP LUMEK SARET,XP12
G812,TK NISOB LOKSU BUMAT ROGUM DL OGMEK ROBNU GIVET URABI,XP12
G812_old_2603_changed,URABI GIVET ROBNU OGMEK DL ROGUM BUMAT LOKSU NISOB TK,NASR
G815,AGITA NOSTI DOLET MOROG BUMEN OTLER BINNI DIROS LUNOP KUNAD,XP12
G815_old_2603_changed,KUNAD LUNOP DIROS BINNI OTLER BUMEN MOROG DOLET NOSTI AGITA,NASR
G816,LUMES OGTES RIMLI,XP12
G816_old_2603_changed,RIMLI OGTES LUMES,NASR
G819,OGEMA KESET SUPOG GIROD DETOP NERBU PEPAN PELEB OBASO URABI,XP12
G819_old_2603_changed,URABI OBASO PELEB PEPAN NERBU DETOP GIROD SUPOG KESET OGEMA,NASR
G81_old_2603_changed,EZS PALUT UMLEN NAREN BAYIR BEYAZ VAN ZELSU BONAM,NASR
G822,OLENA SOTUB,XP12
G823,RIDLA TOKNO,XP12
G823_old_2603_changed,TOKNO RIDLA,NASR
G824,ALIRO LUTAR,XP12
G824_old_2603_changed,LUTAR ALIRO,NASR
G825,INRAR BEDNI USETO OSNAB,XP12
G825_old_2603_changed,OSNAB USETO BEDNI INRAR,NASR
G827,KENGA TALUG TUPIM GONPA TOKMO,XP12
G828,DAKIN OLKIR TADEG SZ OSNAB TIVSI UBIRI DIMID LIBSA NN,XP12
G829,GV EDINI REGMI NN,XP12
G829_old_2603_changed,NN REGMI EDINI GV,NASR
G831,ADARO RUBID ORPAS OTGEN,XP12
G831_old_2603_changed,OTGEN ORPAS RUBID ADARO,NASR
G832,KD ODRUS LAMGA TINOB LADOV,XP12
G832_old_2603_changed,LADOV TINOB LAMGA ODRUS KD,NASR
G833,ALIRO BARLU KUDEB,XP12
G833_old_2603_changed,KUDEB BARLU ALIRO,NASR
G835,RIDLA TIBET,XP12
G835_old_2603_changed,TIBET RIDLA,NASR
G849,ADM GOSPI BABNA RUSIK,XP12
G85,DDM KOR,XP12
G850,DEVLA SOMOM BULOK ADM OLOMA BIDLA LISRA MAK OBOGA,XP12
G850_old_2603_changed,BERUM ALM BOKPA FES,NASR
G851,AD DEGAS BKY BONTO GUREL SEXEM POMUP BKO GARAN BUNLI MIPNA KONAD TAMUL SEROR ZRT MIYEC,XP12
G851_old_2603_changed,ORTIS FAGUT SNT,NASR
G852,MNA RAHIL RGN,XP12
G852_old_2603_changed,RGN RAHIL MNA,NASR
G853,MAV SOKIM RUDAS ORKAN UTRUK HGV WRV LYV PMV TGV,XP12
G853_old_2603_changed,AGRAM CV KU TUTIM MEMAS VNA SIPLA OPAPO TERBA,NASR
G854,FL SIGAL EVKIN KORUT ZR MOTOP MOLIT SESAM POMPA TEVMA DOGON POLKI NY BANGA BULSA OG BUROM BD ANIXA SEXEM VOLNA BINAX KN FRH AMKAX EDBAL GIA,XP12
G855,BOD HOGAR TMS INAMA,XP12
G855_old_2603_changed,INAMA TMS HOGAR BOD,NASR
G856,LV APTAL PONOT VOPAT,XP12
G856_old_2603_changed,BZ EBSIX IPAMU,NASR
G857,FL POTED TJL BILEX TJR AGROD KABRI SEXAT DLA EMTES BTA APOPA LV TEMKI PG,XP12
G857_old_2603_changed,PG TEMKI LV APOPA BTA EMTES DLA SEXAT KABRI AGROD TJR BILEX TJL POTED FL,NASR
G858,DEKTU BONIP SEB,XP12
G858_old_2603_changed,DEKTU SAHRA SEB,NASR
G859,ANB CSO BTN BIS DAYAT CITER GHA MNA KSOUR NSL ROFER MOKAT TESTI,XP12
G859_old_2603_changed,AD ZANOU ONARI AMSAT,NASR
G85_old_2603_changed,KOR DDM,NASR
G86,BIGEX KAPLI RECON ANDRE HCN,XP12
G860,BKO NAPTU LIKIT EDGIB LIPIM OG,XP12
G860_old_2603_changed,OG LIPIM EDGIB LIKIT NAPTU BKO,NASR
G864,TBS MAKEB PERAM BELED TUC,XP12
G869,DOPEL DERIV GALIT TBK TELGA SOKSA MAKEB ROGBA BAN GILEX 07EBA EBA,XP12
G869_old_2603_changed,EBA 07EBA GILEX BAN ROGBA MAKEB SOKSA TELGA TBK GALIT DERIV DOPEL,NASR
G877,MGA NAGOR BENAS KITIS BONOS UMAKA DELKA GCM RIKEL DEBOR UCL,XP12
G880,DCR KIVED POLUX PIRON BONUR DARSI POBEP MELLA,XP12
G885,ABA APNUT ONDAS KERLI BEXER,XP12
G885_old_2603_changed,BEXER KERLI ONDAS APNUT ABA,NASR
G8_OLD,SYA DEJJE ADK RUNUW LONOK SIYNY DUT ZEBUV MORDI TESPE CHUNA UNETE ELF,NASR
G8_old_2603_changed,ATV KRO OGSIL SOSIR ATSOV LSV AMANI SUDES BIG ELGOV,NASR
G8_old_pre2602,SYA DEJJE ADK RUNUW LONOK SIYNY DUT ZEBUV MORDI TESPE CHUNA UNETE ELF,NASR
G900,KR OGSON OBABI ST NELBA GIMKI RUGOT OBETI UGLOR ER RINEK ADUGA SM RULAB KUTON ARKUT RASOK LODBI BEBOT ODIRA,XP12
G900_old_2603_changed,ODIRA BEBOT LODBI RASOK ARKUT KUTON RULAB SM ADUGA RINEK ER UGLOR OBETI RUGOT GIMKI NELBA ST OBABI OGSON KR,NASR
G901,AG LEKPI ROPTA ERETA KULED TADIL ARLEB OKNOS AGNAR OTKEN GAMTU WGD RODUN,XP12
G901_old_2603_changed,CRM KARDE BALUM KEPOL DIGRA RUTEP INDIM,NASR
G902,ASBAT BUSUL ODEBI MEDIG ORSOR ABRIN KUSED ELGUR BEPRA RITMI ABAGO LADES RALOD GITAK,XP12
G902_old_2603_changed,GITAK RALOD LADES ABAGO RITMI BEPRA ELGUR KUSED ABRIN ORSOR MEDIG ODEBI BUSUL ASBAT,NASR
G904,FASAD SB ABLOG UNRID,XP12
G904_old_2603_changed,UNRID ABLOG SB FASAD,NASR
G909,LETBI UTEKI ODREM ULTUK,XP12
G909_old_2603_changed,ULTUK ODREM UTEKI LETBI,NASR
G910,IDENI BAPIR RITKO LETBI,XP12
G910_old_2603_changed,LETBI RITKO BAPIR IDENI,NASR
G912,IDARI DOKEM LAVGI LISMI BAROP MONOD OLMIN NELOG OSLED LIRTA LUMON DIRKI RITUR NERPA GOGNA POMAR BEMUL BEGEM POGES KURAK BAKAN ATMIN ABEMA BUMAD DELEP ODANA,XP12
G912_old_2603_changed,BEKMI RESBU,NASR
G913,ARTUN TELRO KOGER PANAR AKEBA BANIK BEKOP RUTIN,XP12
G913_old_2603_changed,RUTIN BEKOP BANIK AKEBA PANAR KOGER TELRO ARTUN,NASR
G914,KZ PINTA GASNI AMLUG GORAK WLK TAFIK NAMEN MOZAT OGMAL RESLO,XP12
G917,AMUTA LABOB LUTOG BABTA IDENI,XP12
G917_old_2603_changed,IDENI BABTA LUTOG LABOB AMUTA,NASR
G918,KULED KULOM OKITA NOSAK,XP12
G919,KULOM UH,XP12
G919_old_2603_changed,UH KULOM,NASR
G920,PARAT BEMTO DIMOB OGEMO SAFLA RATKI ATMAG WLK,XP12
G920_old_2603_changed,WLK ATMAG RATKI SAFLA OGEMO DIMOB BEMTO PARAT,NASR
G921,ABELA RESLO,XP12
G922,LARIN RESLO OKOBA NIMSA LODNA,XP12
G923,AMLUG LELOT MAMAK NASTA RUKIN OLPIS ALMAR AKTUR ELI,XP12
G923_old_2603_changed,ELI AKTUR ALMAR OLPIS RUKIN NASTA MAMAK LELOT AMLUG,NASR
G924,MNW RESLO DINAP TAIRA,XP12
G926,GUBOR DINAP NIMSA DUFLE GEGSA NAMEN MEMZA RATKI,XP12
G926_old_2603_changed,RATKI MEMZA NAMEN GEGSA DUFLE NIMSA DINAP GUBOR,NASR
G927,RUGUD SIPVA,XP12
G930,BEGIL IDLON,XP12
G930_old_2603_changed,IDLON BEGIL,NASR
G932,BANTA ATKEL THN TIRSA MOLOD KORAD LUNOS PLR,XP12
G932_old_2603_changed,PLR LUNOS KORAD MOLOD TIRSA THN ATKEL BANTA,NASR
G96,KUDEB ADARO SOMIP,XP12
G96_old_2603_changed,AKT IPLED,NASR
GK14,GAO KIDAL,XP12
GM13,GAO MENKA,XP12
GR8,YGQ YXL,XP12
GR8_old_2603_changed,YXL YGQ,NASR
GT15,GAO TESTI,XP12
GYA01,GYA UKMA6 UKMA5 UKMA4 UKMA3 UKMA2 UKMAX,XP12
GYA01_old_2603_changed,UKMAX UKMA2 UKMA3 UKMA4 UKMA5 UKMA6 GYA,NASR
GYA03,GYA UKMA6 UKMA5 UKMA4 UKMA3 AVDOK OVLUG,XP12
H1,BUN RURIT MONEN OSBID KGI EKPUM RAPIN APAKU LIS LUNSA LIMOG RISOD MOGVO AMLOX MBA,XP12
H10,MBA GEKMU BIPED IVKIK KGI ULRUG ONELI,XP12
H100,VMG AMIXI VSM,XP12
H101,VFL ASPEX RODIL VSM,XP12
H102,BEKUN VSM,XP12
H102_old_2603_changed,MIA NATYA,NASR
H103,NR NIXOT RIDLA,XP12
H103_old_2603_changed,DOKAS VSM,NASR
H104,ALM IXODA BARIS,XP12
H104_old_2603_changed,ETROX VSM,NASR
H105,HN OLDON TG,XP12
H105_old_2603_changed,GINSU VSM,NASR
H106,MLY KATPI NOSIS,XP12
H106_old_2603_changed,GOMOS VSM,NASR
H107,AA MAYOR TG,XP12
H108,PANTI URBUM MIBUT US,XP12
H108_old_2603_changed,US MIBUT URBUM PANTI IM,NASR
H10_old_2603_changed,OVOOT DULUK RILMO SER,NASR
H11,DAFNA NAT,XP12
H110,CH PORAM RUREL BISEB GUNEL NS,XP12
H111,LT LATUM KANLI TASUM,XP12
H111_old_2603_changed,BEKUN VMG,NASR
H112,BAVAS VMG,XP12
H112_old_2603_changed,VMG BAVAS,NASR
H113,LM MIPRU VMG,XP12
H113_old_2603_changed,VMG MIPRU LM,NASR
H114,VFL BANIX SOMUL VMG,XP12
H114_old_2603_changed,HN GODOK FALLS TG,NASR
H115,FRS ELBEN SOLGI TIMTO CIDLO VMG,XP12
H115_old_2603_changed,VMG CIDLO TIMTO SOLGI ELBEN FRS,NASR
H116,WK AP SULFA ARETI WU,XP12
H117,DODKU TG PIBOV WK KEEPA GS,XP12
H119,BRF PIXEB ERA TOBZA DIDOV ERLAM LACAJ GOVAS SAK,XP12
H119_old_2603_changed,LEC NATYA SALRI DORSU ARBEY TUNKA BELTA ML,NASR
H11_old_2603_changed,NAT DAFNA,NASR
H12,MU ASUBU SABUX TC SADAV,XP12
H121,BAVAS REGLA LM,XP12
H122,ANAVA DOLER LM,XP12
H123,LM SOLGI VFL,XP12
H123_old_2603_changed,VFL SOLGI LM,NASR
H124,FRS LADOX LM,XP12
H124_old_2603_changed,LM LADOX FRS,NASR
H125,LM SIPRU LUKIT LUKAL,XP12
H125_old_2603_changed,LUKAL LUKIT SIPRU LM,NASR
H129,DOSEL ML,XP12
H129_old_2603_changed,ML DOSEL,NASR
H12_old_2603_changed,IM SADAV TC SABUX ASUBU MU,NASR
H131,SW MEGUG GUKON TU,XP12
H131_old_2603_changed,INBUL VFL,NASR
H132,FRS VFL,XP12
H132_old_2603_changed,VFL FRS,NASR
H133,NS LUBSI WB WN,XP12
H135,AD KLAVA NIMEK PARDA LEC,XP12
H135_old_2603_changed,LEC PARDA NIMEK KLAVA AD,NASR
H14,MERVA YOSEF PIDET NAT,XP12
H140,KT RUATO BUVDO OMBEP SF,XP12
H140_old_2603_changed,IDNER VEGAH LOSKU MATLA UPNEX,NASR
H141,FRS KOLIT,XP12
H141_old_2603_changed,KOLIT FRS,NASR
H142,FRS KOKER,XP12
H142_old_2603_changed,KOKER FRS,NASR
H14_old_2603_changed,NAT PIDET YOSEF MERVA,NASR
H150,SF UKAPA,XP12
H150_old_2603_changed,UKAPA SF,NASR
H151,GC LM,XP12
H152,GC VFL,XP12
H152_old_2603_changed,VFL GC,NASR
H153,LM NOTMA VFL,XP12
H153_old_2603_changed,VFL NOTMA LM,NASR
H154,IDUBO ELARA NA,XP12
H154_old_2603_changed,NA ELARA IDUBO,NASR
H155,KEPPA MIA,XP12
H155_old_2603_changed,MIA KEPPA,NASR
H157,WAIMA ELPIT WB,XP12
H157_old_2603_changed,WB ELPIT WAIMA,NASR
H159,CH MESIX ATBUB OKODI KAMDO WN,XP12
H159_old_2603_changed,WN KAMDO OKODI ATBUB MESIX CH,NASR
H16,AVNEX GEL EURAD WARRA TOLAG LM,XP12
H164,IBABI AKNUM KEPPA ML,XP12
H164_old_2603_changed,ML KEPPA AKNUM IBABI,NASR
H169,IRSOM AHOSK AVNAS SUNTI ML,XP12
H18,MUBID BURGU VEMON HIDOT PH,XP12
H182,OH AVKAB ARETI TM DABKA LEGER PEPPE,XP12
H182_old_2603_changed,IGABI AA WP,NASR
H191,GS ELMER DOGMO AP ONAGO TM ELDIB BUGNO NP,XP12
H191_old_2603_changed,NP BUGNO ELDIB TM ONAGO AP DOGMO ELMER GS,NASR
H1_old_2603_changed,TBU TLARP,NASR
H2,HFE VILID P37 P321 P206 P468 P179 P262 P599 JDZ P395 P263 P645 P215,XP12
H20,ELVES BILGO PERON XORBI BANTI OKRUZ OLMES ELBOX EVRUK LGL BOBSA BENAR KOVAK DOMOD OXOTO OLZOM,XP12
