Play,Route String,Origins,Origin_TRACONs,Origin_ARTCCs,Destinations,Dest_TRACONs,Dest_ARTCCs
CAN NOTAP EAST 3,KDPA RAYNR BRTMN TAAYZ PECOK NOTAP RADEN BUGSY NIPPY ALB V489 COATE KTEB,KDPA,C90,ZAU,KTEB,PHL,ZNY
CAN NOTAP EAST 3,KMDW RAYNR BRTMN TAAYZ PECOK NOTAP RADEN BUGSY HANAA.FLOSI4 KEWR,KMDW,C90,ZAU,KEWR,PHL,ZNY
CAN NOTAP EAST 3,KMDW RAYNR BRTMN TAAYZ PECOK NOTAP RADEN BUGSY NIPPY ALB V489 COATE KMMU,KMDW,C90,ZAU,KMMU,PHL,ZNY
CAN NOTAP EAST 3,KMDW RAYNR BRTMN TAAYZ PECOK NOTAP RADEN BUGSY NIPPY ALB V489 COATE KTEB,KMDW,C90,ZAU,KTEB,PHL,ZNY
CAN NOTAP EAST 3,KORD RAYNR BRTMN TAAYZ PECOK NOTAP RADEN BUGSY HANAA.FLOSI4 KEWR,KORD,C90,ZAU,KEWR,PHL,ZNY
CAN NOTAP EAST 3,KORD TAAYZ PECOK NOTAP RADEN BUGSY HANAA.FLOSI4 KEWR,KORD,C90,ZAU,KEWR,PHL,ZNY
CAN NOTAP EAST 3,KORD RAYNR BRTMN TAAYZ PECOK NOTAP RADEN BUGSY NIPPY ALB V489 COATE KMMU,KORD,C90,ZAU,KMMU,PHL,ZNY
CAN NOTAP EAST 3,KORD TAAYZ PECOK NOTAP RADEN BUGSY ALB V489 COATE KMMU,KORD,C90,ZAU,KMMU,PHL,ZNY
CAN NOTAP EAST 3,KORD RAYNR BRTMN TAAYZ PECOK NOTAP RADEN BUGSY NIPPY ALB V489 COATE KTEB,KORD,C90,ZAU,KTEB,PHL,ZNY
CAN NOTAP EAST 3,KORD TAAYZ PECOK NOTAP RADEN BUGSY ALB V489 COATE KTEB,KORD,C90,ZAU,KTEB,PHL,ZNY
CAN NOTAP EAST 3,KPWK RAYNR BRTMN TAAYZ PECOK NOTAP RADEN BUGSY NIPPY ALB V489 COATE KTEB,KPWK,C90,ZAU,KTEB,PHL,ZNY
CAN NOTAP EAST 3,KMKE CYNDI PETTY PECOK NOTAP RADEN BUGSY PONCT.PUCKY1 KJFK,KMKE,MKE,ZAU,KJFK,N90,ZNY
CAN NOTAP EAST 3,KMKE CYNDI PECOK NOTAP RADEN BUGSY ALB.VADDR1 KLGA,KMKE,MKE,ZAU,KLGA,N90,ZNY
CAN NOTAP EAST 3,KMKE CYNDI PECOK NOTAP RADEN BUGSY HANAA.FLOSI4 KEWR,KMKE,MKE,ZAU,KEWR,PHL,ZNY
CAN NOTAP EAST 3,KMKE CYNDI PETTY PECOK NOTAP RADEN BUGSY NIPPY ALB V489 COATE KTEB,KMKE,MKE,ZAU,KTEB,PHL,ZNY
CAN NOTAP EAST 3,ZAU KINGZ NOTAP RADEN BUGSY RIVVR.VALRE1 KHPN,,,ZAU,KHPN,N90,ZNY
CAN NOTAP EAST 3,ZAU KINGZ NOTAP RADEN BUGSY ALB.NELIE4 KISP,,,ZAU,KISP,N90,ZNY
CAN NOTAP EAST 3,ZAU KINGZ NOTAP RADEN BUGSY PONCT.PUCKY1 KJFK,,,ZAU,KJFK,N90,ZNY
CAN NOTAP EAST 3,ZAU KINGZ NOTAP RADEN BUGSY ALB.VADDR1 KLGA,,,ZAU,KLGA,N90,ZNY
CAN NOTAP EAST 3,ZAU KINGZ NOTAP RADEN BUGSY HANAA.FLOSI4 KEWR,,,ZAU,KEWR,PHL,ZNY
CAN NOTAP EAST 3,ZAU KINGZ NOTAP RADEN BUGSY ALB V489 COATE KMMU,,,ZAU,KMMU,PHL,ZNY
CAN NOTAP EAST 3,ZAU KINGZ NOTAP RADEN BUGSY ALB V489 COATE KTEB,,,ZAU,KTEB,PHL,ZNY
CAN NOTAP EAST 3,ZDV KINGZ NOTAP RADEN BUGSY TEMPR ENE.OOSHN5 KBOS,,,ZDV,KBOS,A90,ZBW
CAN NOTAP EAST 3,ZDV MOTLY KINGZ NOTAP RADEN BUGSY TEMPR ENE.OOSHN5 KBOS,,,ZDV,KBOS,A90,ZBW
CAN NOTAP EAST 3,ZDV KINGZ NOTAP RADEN BUGSY CON KMHT,,,ZDV,KMHT,A90,ZBW
CAN NOTAP EAST 3,ZDV MOTLY KINGZ NOTAP RADEN BUGSY CON KMHT,,,ZDV,KMHT,A90,ZBW
CAN NOTAP EAST 3,ZDV KINGZ NOTAP RADEN BUGSY ALB KALB,,,ZDV,KALB,ALB,ZBW
CAN NOTAP EAST 3,ZDV MOTLY KINGZ NOTAP RADEN BUGSY ALB KALB,,,ZDV,KALB,ALB,ZBW
CAN NOTAP EAST 3,ZDV KINGZ NOTAP RADEN BUGSY ALB.WIPOR4 KPVD,,,ZDV,KPVD,PVD,ZBW
CAN NOTAP EAST 3,ZDV MOTLY KINGZ NOTAP RADEN BUGSY ALB.WIPOR4 KPVD,,,ZDV,KPVD,PVD,ZBW
CAN NOTAP EAST 3,ZDV KINGZ NOTAP RADEN BUGSY KPWM,,,ZDV,KPWM,PWM,ZBW
CAN NOTAP EAST 3,ZDV MOTLY KINGZ NOTAP RADEN BUGSY KPWM,,,ZDV,KPWM,PWM,ZBW
CAN NOTAP EAST 3,ZDV KINGZ NOTAP RADEN BUGSY ALB.STELA1 KBDL,,,ZDV,KBDL,Y90,ZBW
CAN NOTAP EAST 3,ZDV MOTLY KINGZ NOTAP RADEN BUGSY ALB.STELA1 KBDL,,,ZDV,KBDL,Y90,ZBW
CAN NOTAP EAST 3,ZDV KINGZ NOTAP RADEN BUGSY RIVVR.VALRE1 KHPN,,,ZDV,KHPN,N90,ZNY
CAN NOTAP EAST 3,ZDV MOTLY KINGZ NOTAP RADEN BUGSY RIVVR.VALRE1 KHPN,,,ZDV,KHPN,N90,ZNY
CAN NOTAP EAST 3,ZDV KINGZ NOTAP RADEN BUGSY ALB.NELIE4 KISP,,,ZDV,KISP,N90,ZNY
CAN NOTAP EAST 3,ZDV MOTLY KINGZ NOTAP RADEN BUGSY ALB.NELIE4 KISP,,,ZDV,KISP,N90,ZNY
CAN NOTAP EAST 3,ZDV KINGZ NOTAP RADEN BUGSY PONCT.PUCKY1 KJFK,,,ZDV,KJFK,N90,ZNY
CAN NOTAP EAST 3,ZDV MOTLY KINGZ NOTAP RADEN BUGSY PONCT.PUCKY1 KJFK,,,ZDV,KJFK,N90,ZNY
CAN NOTAP EAST 3,ZDV KINGZ NOTAP RADEN BUGSY ALB.VADDR1 KLGA,,,ZDV,KLGA,N90,ZNY
CAN NOTAP EAST 3,ZDV MOTLY KINGZ NOTAP RADEN BUGSY ALB.VADDR1 KLGA,,,ZDV,KLGA,N90,ZNY
CAN NOTAP EAST 3,ZDV KINGZ NOTAP RADEN BUGSY HANAA.FLOSI4 KEWR,,,ZDV,KEWR,PHL,ZNY
CAN NOTAP EAST 3,ZDV MOTLY KINGZ NOTAP RADEN BUGSY HANAA.FLOSI4 KEWR,,,ZDV,KEWR,PHL,ZNY
CAN NOTAP EAST 3,ZDV KINGZ NOTAP RADEN BUGSY ALB V489 COATE KMMU,,,ZDV,KMMU,PHL,ZNY
CAN NOTAP EAST 3,ZDV MOTLY KINGZ NOTAP RADEN BUGSY ALB V489 COATE KMMU,,,ZDV,KMMU,PHL,ZNY
CAN NOTAP EAST 3,ZDV KINGZ NOTAP RADEN BUGSY ALB V489 COATE KTEB,,,ZDV,KTEB,PHL,ZNY
CAN NOTAP EAST 3,ZDV MOTLY KINGZ NOTAP RADEN BUGSY ALB V489 COATE KTEB,,,ZDV,KTEB,PHL,ZNY
CAN NOTAP EAST 3,ZFW KINGZ NOTAP RADEN BUGSY TEMPR ENE.OOSHN5 KBOS,,,ZFW,KBOS,A90,ZBW
CAN NOTAP EAST 3,ZFW KINGZ NOTAP RADEN BUGSY CON KMHT,,,ZFW,KMHT,A90,ZBW
CAN NOTAP EAST 3,ZFW KINGZ NOTAP RADEN BUGSY ALB KALB,,,ZFW,KALB,ALB,ZBW
CAN NOTAP EAST 3,ZFW KINGZ NOTAP RADEN BUGSY ALB.WIPOR4 KPVD,,,ZFW,KPVD,PVD,ZBW
CAN NOTAP EAST 3,ZFW KINGZ NOTAP RADEN BUGSY KPWM,,,ZFW,KPWM,PWM,ZBW
CAN NOTAP EAST 3,ZFW KINGZ NOTAP RADEN BUGSY ALB.STELA1 KBDL,,,ZFW,KBDL,Y90,ZBW
CAN NOTAP EAST 3,ZFW KINGZ NOTAP RADEN BUGSY RIVVR.VALRE1 KHPN,,,ZFW,KHPN,N90,ZNY
CAN NOTAP EAST 3,ZFW KINGZ NOTAP RADEN BUGSY ALB.NELIE4 KISP,,,ZFW,KISP,N90,ZNY
CAN NOTAP EAST 3,ZFW KINGZ NOTAP RADEN BUGSY PONCT.PUCKY1 KJFK,,,ZFW,KJFK,N90,ZNY
CAN NOTAP EAST 3,ZFW KINGZ NOTAP RADEN BUGSY ALB.VADDR1 KLGA,,,ZFW,KLGA,N90,ZNY
CAN NOTAP EAST 3,ZFW KINGZ NOTAP RADEN BUGSY HANAA.FLOSI4 KEWR,,,ZFW,KEWR,PHL,ZNY
CAN NOTAP EAST 3,ZFW KINGZ NOTAP RADEN BUGSY ALB V489 COATE KMMU,,,ZFW,KMMU,PHL,ZNY
CAN NOTAP EAST 3,ZFW KINGZ NOTAP RADEN BUGSY ALB V489 COATE KTEB,,,ZFW,KTEB,PHL,ZNY
CAN NOTAP EAST 3,ZHU KINGZ NOTAP RADEN BUGSY TEMPR ENE.OOSHN5 KBOS,,,ZHU,KBOS,A90,ZBW
CAN NOTAP EAST 3,ZHU KINGZ NOTAP RADEN BUGSY CON KMHT,,,ZHU,KMHT,A90,ZBW
CAN NOTAP EAST 3,ZHU KINGZ NOTAP RADEN BUGSY ALB KALB,,,ZHU,KALB,ALB,ZBW
CAN NOTAP EAST 3,ZHU KINGZ NOTAP RADEN BUGSY ALB.WIPOR4 KPVD,,,ZHU,KPVD,PVD,ZBW
CAN NOTAP EAST 3,ZHU KINGZ NOTAP RADEN BUGSY KPWM,,,ZHU,KPWM,PWM,ZBW
CAN NOTAP EAST 3,ZHU KINGZ NOTAP RADEN BUGSY ALB.STELA1 KBDL,,,ZHU,KBDL,Y90,ZBW
CAN NOTAP EAST 3,ZHU KINGZ NOTAP RADEN BUGSY RIVVR.VALRE1 KHPN,,,ZHU,KHPN,N90,ZNY
CAN NOTAP EAST 3,ZHU KINGZ NOTAP RADEN BUGSY ALB.NELIE4 KISP,,,ZHU,KISP,N90,ZNY
CAN NOTAP EAST 3,ZHU KINGZ NOTAP RADEN BUGSY PONCT.PUCKY1 KJFK,,,ZHU,KJFK,N90,ZNY
CAN NOTAP EAST 3,ZHU KINGZ NOTAP RADEN BUGSY ALB.VADDR1 KLGA,,,ZHU,KLGA,N90,ZNY
CAN NOTAP EAST 3,ZHU KINGZ NOTAP RADEN BUGSY HANAA.FLOSI4 KEWR,,,ZHU,KEWR,PHL,ZNY
CAN NOTAP EAST 3,ZHU KINGZ NOTAP RADEN BUGSY ALB V489 COATE KMMU,,,ZHU,KMMU,PHL,ZNY
CAN NOTAP EAST 3,ZHU KINGZ NOTAP RADEN BUGSY ALB V489 COATE KTEB,,,ZHU,KTEB,PHL,ZNY
CAN NOTAP EAST 3,ZID KINGZ NOTAP RADEN BUGSY TEMPR ENE.OOSHN5 KBOS,,,ZID,KBOS,A90,ZBW
CAN NOTAP EAST 3,ZID KINGZ NOTAP RADEN BUGSY CON KMHT,,,ZID,KMHT,A90,ZBW
CAN NOTAP EAST 3,ZID KINGZ NOTAP RADEN BUGSY ALB KALB,,,ZID,KALB,ALB,ZBW
CAN NOTAP EAST 3,ZID KINGZ NOTAP RADEN BUGSY ALB.WIPOR4 KPVD,,,ZID,KPVD,PVD,ZBW
CAN NOTAP EAST 3,ZID KINGZ NOTAP RADEN BUGSY KPWM,,,ZID,KPWM,PWM,ZBW
CAN NOTAP EAST 3,ZID KINGZ NOTAP RADEN BUGSY ALB.STELA1 KBDL,,,ZID,KBDL,Y90,ZBW
CAN NOTAP EAST 3,ZID KINGZ NOTAP RADEN BUGSY RIVVR.VALRE1 KHPN,,,ZID,KHPN,N90,ZNY
CAN NOTAP EAST 3,ZID KINGZ NOTAP RADEN BUGSY ALB.NELIE4 KISP,,,ZID,KISP,N90,ZNY
CAN NOTAP EAST 3,ZID KINGZ NOTAP RADEN BUGSY PONCT.PUCKY1 KJFK,,,ZID,KJFK,N90,ZNY
CAN NOTAP EAST 3,ZID KINGZ NOTAP RADEN BUGSY ALB.VADDR1 KLGA,,,ZID,KLGA,N90,ZNY
CAN NOTAP EAST 3,ZID KINGZ NOTAP RADEN BUGSY HANAA.FLOSI4 KEWR,,,ZID,KEWR,PHL,ZNY
CAN NOTAP EAST 3,ZID KINGZ NOTAP RADEN BUGSY ALB V489 COATE KMMU,,,ZID,KMMU,PHL,ZNY
CAN NOTAP EAST 3,ZID KINGZ NOTAP RADEN BUGSY ALB V489 COATE KTEB,,,ZID,KTEB,PHL,ZNY
CAN NOTAP EAST 3,ZKC KINGZ NOTAP RADEN BUGSY TEMPR ENE.OOSHN5 KBOS,,,ZKC,KBOS,A90,ZBW
CAN NOTAP EAST 3,ZKC KINGZ NOTAP RADEN BUGSY CON KMHT,,,ZKC,KMHT,A90,ZBW
CAN NOTAP EAST 3,ZKC KINGZ NOTAP RADEN BUGSY ALB KALB,,,ZKC,KALB,ALB,ZBW
CAN NOTAP EAST 3,ZKC KINGZ NOTAP RADEN BUGSY ALB.WIPOR4 KPVD,,,ZKC,KPVD,PVD,ZBW
CAN NOTAP EAST 3,ZKC KINGZ NOTAP RADEN BUGSY KPWM,,,ZKC,KPWM,PWM,ZBW
CAN NOTAP EAST 3,ZKC KINGZ NOTAP RADEN BUGSY ALB.STELA1 KBDL,,,ZKC,KBDL,Y90,ZBW
CAN NOTAP EAST 3,ZKC KINGZ NOTAP RADEN BUGSY RIVVR.VALRE1 KHPN,,,ZKC,KHPN,N90,ZNY
CAN NOTAP EAST 3,ZKC KINGZ NOTAP RADEN BUGSY ALB.NELIE4 KISP,,,ZKC,KISP,N90,ZNY
CAN NOTAP EAST 3,ZKC KINGZ NOTAP RADEN BUGSY PONCT.PUCKY1 KJFK,,,ZKC,KJFK,N90,ZNY
CAN NOTAP EAST 3,ZKC KINGZ NOTAP RADEN BUGSY ALB.VADDR1 KLGA,,,ZKC,KLGA,N90,ZNY
CAN NOTAP EAST 3,ZKC KINGZ NOTAP RADEN BUGSY HANAA.FLOSI4 KEWR,,,ZKC,KEWR,PHL,ZNY
CAN NOTAP EAST 3,ZKC KINGZ NOTAP RADEN BUGSY ALB V489 COATE KMMU,,,ZKC,KMMU,PHL,ZNY
CAN NOTAP EAST 3,ZKC KINGZ NOTAP RADEN BUGSY ALB V489 COATE KTEB,,,ZKC,KTEB,PHL,ZNY
CAN NOTAP EAST 3,KLAS VERKN LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY TEMPR ENE.OOSHN5 KBOS,KLAS,L30,ZLA,KBOS,A90,ZBW
CAN NOTAP EAST 3,KLAS VERKN LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY CON KMHT,KLAS,L30,ZLA,KMHT,A90,ZBW
CAN NOTAP EAST 3,KLAS VERKN LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY ALB KALB,KLAS,L30,ZLA,KALB,ALB,ZBW
CAN NOTAP EAST 3,KLAS VERKN LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY ALB.WIPOR4 KPVD,KLAS,L30,ZLA,KPVD,PVD,ZBW
CAN NOTAP EAST 3,KLAS VERKN LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY KPWM,KLAS,L30,ZLA,KPWM,PWM,ZBW
CAN NOTAP EAST 3,KLAS VERKN LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY ALB.STELA1 KBDL,KLAS,L30,ZLA,KBDL,Y90,ZBW
CAN NOTAP EAST 3,KBUR LAS BAWER LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY TEMPR ENE.OOSHN5 KBOS,KBUR,SCT,ZLA,KBOS,A90,ZBW
CAN NOTAP EAST 3,KLAX LAS BAWER LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY TEMPR ENE.OOSHN5 KBOS,KLAX,SCT,ZLA,KBOS,A90,ZBW
CAN NOTAP EAST 3,KLAX LAS BAWER LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY CON KMHT,KLAX,SCT,ZLA,KMHT,A90,ZBW
CAN NOTAP EAST 3,KLGB BEALE BAWER LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY TEMPR ENE.OOSHN5 KBOS,KLGB,SCT,ZLA,KBOS,A90,ZBW
CAN NOTAP EAST 3,KONT LAS BAWER LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY TEMPR ENE.OOSHN5 KBOS,KONT,SCT,ZLA,KBOS,A90,ZBW
CAN NOTAP EAST 3,KSAN MTBAL CADEZ HAKMN Q73 LAKRR Q88 PROMT EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY TEMPR ENE.OOSHN5 KBOS,KSAN,SCT,ZLA,KBOS,A90,ZBW
CAN NOTAP EAST 3,KSAN MTBAL CADEZ HAKMN Q73 LAKRR Q88 PROMT EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY CON KMHT,KSAN,SCT,ZLA,KMHT,A90,ZBW
CAN NOTAP EAST 3,KSNA BEALE BAWER LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY TEMPR ENE.OOSHN5 KBOS,KSNA,SCT,ZLA,KBOS,A90,ZBW
CAN NOTAP EAST 3,KVNY LAS BAWER LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY TEMPR ENE.OOSHN5 KBOS,KVNY,SCT,ZLA,KBOS,A90,ZBW
CAN NOTAP EAST 3,KLAX LAS BAWER LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY ALB KALB,KLAX,SCT,ZLA,KALB,ALB,ZBW
CAN NOTAP EAST 3,KSAN MTBAL CADEZ HAKMN Q73 LAKRR Q88 PROMT EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY ALB KALB,KSAN,SCT,ZLA,KALB,ALB,ZBW
CAN NOTAP EAST 3,KLAX LAS BAWER LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY ALB.WIPOR4 KPVD,KLAX,SCT,ZLA,KPVD,PVD,ZBW
CAN NOTAP EAST 3,KSAN MTBAL CADEZ HAKMN Q73 LAKRR Q88 PROMT EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY ALB.WIPOR4 KPVD,KSAN,SCT,ZLA,KPVD,PVD,ZBW
CAN NOTAP EAST 3,KLAX LAS BAWER LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY KPWM,KLAX,SCT,ZLA,KPWM,PWM,ZBW
CAN NOTAP EAST 3,KSAN MTBAL CADEZ HAKMN Q73 LAKRR Q88 PROMT EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY KPWM,KSAN,SCT,ZLA,KPWM,PWM,ZBW
CAN NOTAP EAST 3,KLAX LAS BAWER LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY ALB.STELA1 KBDL,KLAX,SCT,ZLA,KBDL,Y90,ZBW
CAN NOTAP EAST 3,KSAN MTBAL CADEZ HAKMN Q73 LAKRR Q88 PROMT EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY ALB.STELA1 KBDL,KSAN,SCT,ZLA,KBDL,Y90,ZBW
CAN NOTAP EAST 3,ZLA EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY TEMPR ENE.OOSHN5 KBOS,,,ZLA,KBOS,A90,ZBW
CAN NOTAP EAST 3,ZLA KINGZ NOTAP RADEN BUGSY TEMPR ENE.OOSHN5 KBOS,,,ZLA,KBOS,A90,ZBW
CAN NOTAP EAST 3,ZLA EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY CON KMHT,,,ZLA,KMHT,A90,ZBW
CAN NOTAP EAST 3,ZLA KINGZ NOTAP RADEN BUGSY CON KMHT,,,ZLA,KMHT,A90,ZBW
CAN NOTAP EAST 3,ZLA EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY ALB KALB,,,ZLA,KALB,ALB,ZBW
CAN NOTAP EAST 3,ZLA KINGZ NOTAP RADEN BUGSY ALB KALB,,,ZLA,KALB,ALB,ZBW
CAN NOTAP EAST 3,ZLA EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY ALB.WIPOR4 KPVD,,,ZLA,KPVD,PVD,ZBW
CAN NOTAP EAST 3,ZLA KINGZ NOTAP RADEN BUGSY ALB.WIPOR4 KPVD,,,ZLA,KPVD,PVD,ZBW
CAN NOTAP EAST 3,ZLA EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY KPWM,,,ZLA,KPWM,PWM,ZBW
CAN NOTAP EAST 3,ZLA KINGZ NOTAP RADEN BUGSY KPWM,,,ZLA,KPWM,PWM,ZBW
CAN NOTAP EAST 3,ZLA EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY ALB.STELA1 KBDL,,,ZLA,KBDL,Y90,ZBW
CAN NOTAP EAST 3,ZLA KINGZ NOTAP RADEN BUGSY ALB.STELA1 KBDL,,,ZLA,KBDL,Y90,ZBW
CAN NOTAP EAST 3,KLAS VERKN LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY RIVVR.VALRE1 KHPN,KLAS,L30,ZLA,KHPN,N90,ZNY
CAN NOTAP EAST 3,KLAS VERKN LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY ALB.NELIE4 KISP,KLAS,L30,ZLA,KISP,N90,ZNY
CAN NOTAP EAST 3,KLAS VERKN LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY PONCT.PUCKY1 KJFK,KLAS,L30,ZLA,KJFK,N90,ZNY
CAN NOTAP EAST 3,KLAS VERKN LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY ALB.VADDR1 KLGA,KLAS,L30,ZLA,KLGA,N90,ZNY
CAN NOTAP EAST 3,KLAS VERKN LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY HANAA.FLOSI4 KEWR,KLAS,L30,ZLA,KEWR,PHL,ZNY
CAN NOTAP EAST 3,KLAS VERKN LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY ALB V489 COATE KMMU,KLAS,L30,ZLA,KMMU,PHL,ZNY
CAN NOTAP EAST 3,KLAS VERKN LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY ALB V489 COATE KTEB,KLAS,L30,ZLA,KTEB,PHL,ZNY
CAN NOTAP EAST 3,KBUR LAS BAWER LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY PONCT.PUCKY1 KJFK,KBUR,SCT,ZLA,KJFK,N90,ZNY
CAN NOTAP EAST 3,KBUR LAS BAWER LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY ALB.VADDR1 KLGA,KBUR,SCT,ZLA,KLGA,N90,ZNY
CAN NOTAP EAST 3,KLAX LAS BAWER LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY RIVVR.VALRE1 KHPN,KLAX,SCT,ZLA,KHPN,N90,ZNY
CAN NOTAP EAST 3,KLAX LAS BAWER LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY ALB.NELIE4 KISP,KLAX,SCT,ZLA,KISP,N90,ZNY
CAN NOTAP EAST 3,KLAX LAS BAWER LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY PONCT.PUCKY1 KJFK,KLAX,SCT,ZLA,KJFK,N90,ZNY
CAN NOTAP EAST 3,KLAX LAS BAWER LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY ALB.VADDR1 KLGA,KLAX,SCT,ZLA,KLGA,N90,ZNY
CAN NOTAP EAST 3,KLGB BEALE BAWER LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY PONCT.PUCKY1 KJFK,KLGB,SCT,ZLA,KJFK,N90,ZNY
CAN NOTAP EAST 3,KLGB BEALE BAWER LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY ALB.VADDR1 KLGA,KLGB,SCT,ZLA,KLGA,N90,ZNY
CAN NOTAP EAST 3,KONT LAS BAWER LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY PONCT.PUCKY1 KJFK,KONT,SCT,ZLA,KJFK,N90,ZNY
CAN NOTAP EAST 3,KONT LAS BAWER LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY ALB.VADDR1 KLGA,KONT,SCT,ZLA,KLGA,N90,ZNY
CAN NOTAP EAST 3,KSAN MTBAL CADEZ HAKMN Q73 LAKRR Q88 PROMT EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY RIVVR.VALRE1 KHPN,KSAN,SCT,ZLA,KHPN,N90,ZNY
CAN NOTAP EAST 3,KSAN MTBAL CADEZ HAKMN Q73 LAKRR Q88 PROMT EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY ALB.NELIE4 KISP,KSAN,SCT,ZLA,KISP,N90,ZNY
CAN NOTAP EAST 3,KSAN MTBAL CADEZ HAKMN Q73 LAKRR Q88 PROMT EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY PONCT.PUCKY1 KJFK,KSAN,SCT,ZLA,KJFK,N90,ZNY
CAN NOTAP EAST 3,KSAN MTBAL CADEZ HAKMN Q73 LAKRR Q88 PROMT EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY ALB.VADDR1 KLGA,KSAN,SCT,ZLA,KLGA,N90,ZNY
CAN NOTAP EAST 3,KSNA BEALE BAWER LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY PONCT.PUCKY1 KJFK,KSNA,SCT,ZLA,KJFK,N90,ZNY
CAN NOTAP EAST 3,KSNA BEALE BAWER LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY ALB.VADDR1 KLGA,KSNA,SCT,ZLA,KLGA,N90,ZNY
CAN NOTAP EAST 3,KVNY LAS BAWER LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY PONCT.PUCKY1 KJFK,KVNY,SCT,ZLA,KJFK,N90,ZNY
CAN NOTAP EAST 3,KVNY LAS BAWER LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY ALB.VADDR1 KLGA,KVNY,SCT,ZLA,KLGA,N90,ZNY
CAN NOTAP EAST 3,KBUR LAS BAWER LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY HANAA.FLOSI4 KEWR,KBUR,SCT,ZLA,KEWR,PHL,ZNY
CAN NOTAP EAST 3,KBUR LAS BAWER LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY ALB V489 COATE KTEB,KBUR,SCT,ZLA,KTEB,PHL,ZNY
CAN NOTAP EAST 3,KLAX LAS BAWER LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY HANAA.FLOSI4 KEWR,KLAX,SCT,ZLA,KEWR,PHL,ZNY
CAN NOTAP EAST 3,KLAX LAS BAWER LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY ALB V489 COATE KMMU,KLAX,SCT,ZLA,KMMU,PHL,ZNY
CAN NOTAP EAST 3,KLAX LAS BAWER LARVE EKR MBW MOTLY KINGZ NOTAP RADEN BUGSY ALB V489 COATE KTEB,KLAX,SCT,ZLA,KTEB,PHL,ZNY
