Play,Route String,Origins,Origin_TRACONs,Origin_ARTCCs,Destinations,Dest_TRACONs,Dest_ARTCCs
ABI,ZAU ARG NIIZZ CVE ABI CME.LZZRD4 KABQ,,,ZAU,KABQ,ABQ,ZAB
ABI,ZAU ARG NIIZZ CVE ABI EWM DRRVR.PINNG1 KPHX,,,ZAU,KPHX,P50,ZAB
ABI,ZAU ARG NIIZZ CVE ABI CME J15 ABQ J72 GUP HAHAA.RKSTR4 KLAS,,,ZAU,KLAS,L30,ZLA
ABI,ZAU ARG NIIZZ CVE ABI CME J15 ABQ J6 DRK EED.JANNY5 KBUR,,,ZAU,KBUR,SCT,ZLA
ABI,ZAU ARG NIIZZ CVE ABI EWM J4 WLVRN ESTWD.HLYWD1 KLAX,,,ZAU,KLAX,SCT,ZLA
ABI,ZAU ARG NIIZZ CVE ABI EWM J4 BXK EMLLD.DSNEE6 KLGB,,,ZAU,KLGB,SCT,ZLA
ABI,ZAU ARG NIIZZ CVE ABI EWM J4 SSO J50 GBN J2 HOGGZ.LUCKI1 KSAN,,,ZAU,KSAN,SCT,ZLA
ABI,ZAU ARG NIIZZ CVE ABI EWM J4 BXK EMLLD.DSNEE6 KSNA,,,ZAU,KSNA,SCT,ZLA
ABI,ZAU ARG NIIZZ CVE ABI CME J15 ABQ J6 DRK EED.JANNY5 KVNY,,,ZAU,KVNY,SCT,ZLA
ABI,ZAU ARG NIIZZ CVE ABI CME J15 JNC HELPR.JAZZZ1 KSLC,,,ZAU,KSLC,S56,ZLC
ABI,ZAU ARG NIIZZ CVE ABI CME J15 ABQ J72 BLD J92 BTY RUSME.OAKES3 KOAK,,,ZAU,KOAK,NCT,ZOA
ABI,ZAU ARG NIIZZ CVE ABI CME J15 ABQ J72 BLD J92 BTY RUSME.DYAMD5 KSFO,,,ZAU,KSFO,NCT,ZOA
ABI,ZAU ARG NIIZZ CVE ABI CME J15 ABQ J72 BLD J92 BTY RUSME.RAZRR5 KSJC,,,ZAU,KSJC,NCT,ZOA
ABI,ZBW BAF Q448 PTW J48 CSN FANPO Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME.LZZRD4 KABQ,,,ZBW,KABQ,ABQ,ZAB
ABI,ZBW BAF Q448 PTW J48 CSN FANPO Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI EWM DRRVR.PINNG1 KPHX,,,ZBW,KPHX,P50,ZAB
ABI,ZBW BAF Q448 PTW J48 CSN FANPO Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 ABQ J72 GUP HAHAA.RKSTR4 KLAS,,,ZBW,KLAS,L30,ZLA
ABI,ZBW BAF Q448 PTW J48 CSN FANPO Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 ABQ J6 DRK EED.JANNY5 KBUR,,,ZBW,KBUR,SCT,ZLA
ABI,ZBW BAF Q448 PTW J48 CSN FANPO Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI EWM J4 WLVRN ESTWD.HLYWD1 KLAX,,,ZBW,KLAX,SCT,ZLA
ABI,ZBW BAF Q448 PTW J48 CSN FANPO Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI EWM J4 BXK EMLLD.DSNEE6 KLGB,,,ZBW,KLGB,SCT,ZLA
ABI,ZBW BAF Q448 PTW J48 CSN FANPO Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI EWM J4 SSO J50 GBN J2 HOGGZ.LUCKI1 KSAN,,,ZBW,KSAN,SCT,ZLA
ABI,ZBW BAF Q448 PTW J48 CSN FANPO Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI EWM J4 BXK EMLLD.DSNEE6 KSNA,,,ZBW,KSNA,SCT,ZLA
ABI,ZBW BAF Q448 PTW J48 CSN FANPO Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 ABQ J6 DRK EED.JANNY5 KVNY,,,ZBW,KVNY,SCT,ZLA
ABI,ZBW BAF Q448 PTW J48 CSN FANPO Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 JNC HELPR.JAZZZ1 KSLC,,,ZBW,KSLC,S56,ZLC
ABI,ZBW BAF Q448 PTW J48 CSN FANPO Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 ABQ J72 BLD J92 BTY RUSME.OAKES3 KOAK,,,ZBW,KOAK,NCT,ZOA
ABI,ZBW BAF Q448 PTW J48 CSN FANPO Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 ABQ J72 BLD J92 BTY RUSME.DYAMD5 KSFO,,,ZBW,KSFO,NCT,ZOA
ABI,ZBW BAF Q448 PTW J48 CSN FANPO Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 ABQ J72 BLD J92 BTY RUSME.RAZRR5 KSJC,,,ZBW,KSJC,NCT,ZOA
ABI,KORF AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI CME.LZZRD4 KABQ,KORF,ORF,ZDC,KABQ,ABQ,ZAB
ABI,KORF AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI EWM DRRVR.PINNG1 KPHX,KORF,ORF,ZDC,KPHX,P50,ZAB
ABI,KBWI TERPZ8.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI FANGZ.LZZRD4 KABQ,KBWI,PCT,ZDC,KABQ,ABQ,ZAB
ABI,KDCA CLTCH3.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI FANGZ.LZZRD4 KABQ,KDCA,PCT,ZDC,KABQ,ABQ,ZAB
ABI,KIAD CLTCH3.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI FANGZ.LZZRD4 KABQ,KIAD,PCT,ZDC,KABQ,ABQ,ZAB
ABI,KRIC AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI CME.LZZRD4 KABQ,KRIC,PCT,ZDC,KABQ,ABQ,ZAB
ABI,KBWI TERPZ8.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI EWM DRRVR.PINNG1 KPHX,KBWI,PCT,ZDC,KPHX,P50,ZAB
ABI,KDCA CLTCH3.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI EWM DRRVR.PINNG1 KPHX,KDCA,PCT,ZDC,KPHX,P50,ZAB
ABI,KIAD CLTCH3.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI EWM DRRVR.PINNG1 KPHX,KIAD,PCT,ZDC,KPHX,P50,ZAB
ABI,KRIC AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI EWM DRRVR.PINNG1 KPHX,KRIC,PCT,ZDC,KPHX,P50,ZAB
ABI,KRDU AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI CME.LZZRD4 KABQ,KRDU,RDU,ZDC,KABQ,ABQ,ZAB
ABI,KRDU AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI EWM DRRVR.PINNG1 KPHX,KRDU,RDU,ZDC,KPHX,P50,ZAB
ABI,KRDU SHPRD4.SHPRD AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI EWM DRRVR.PINNG1 KPHX,KRDU,RDU,ZDC,KPHX,P50,ZAB
ABI,ZDC MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME.LZZRD4 KABQ,,,ZDC,KABQ,ABQ,ZAB
ABI,ZDC MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI EWM DRRVR.PINNG1 KPHX,,,ZDC,KPHX,P50,ZAB
ABI,KORF AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI CME J15 ABQ J72 GUP HAHAA.RKSTR4 KLAS,KORF,ORF,ZDC,KLAS,L30,ZLA
ABI,KORF AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI CME J15 ABQ J6 DRK EED.JANNY5 KBUR,KORF,ORF,ZDC,KBUR,SCT,ZLA
ABI,KORF AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI EWM J4 WLVRN ESTWD.HLYWD1 KLAX,KORF,ORF,ZDC,KLAX,SCT,ZLA
ABI,KORF AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI EWM J4 BXK EMLLD.DSNEE6 KLGB,KORF,ORF,ZDC,KLGB,SCT,ZLA
ABI,KORF AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI EWM J4 SSO J50 GBN J2 HOGGZ.LUCKI1 KSAN,KORF,ORF,ZDC,KSAN,SCT,ZLA
ABI,KORF AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI EWM J4 BXK EMLLD.DSNEE6 KSNA,KORF,ORF,ZDC,KSNA,SCT,ZLA
ABI,KORF AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI CME J15 ABQ J6 DRK EED.JANNY5 KVNY,KORF,ORF,ZDC,KVNY,SCT,ZLA
ABI,KBWI TERPZ8.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 ABQ J72 GUP HAHAA.RKSTR4 KLAS,KBWI,PCT,ZDC,KLAS,L30,ZLA
ABI,KDCA CLTCH3.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 ABQ J72 GUP HAHAA.RKSTR4 KLAS,KDCA,PCT,ZDC,KLAS,L30,ZLA
ABI,KIAD CLTCH3.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 ABQ J72 GUP HAHAA.RKSTR4 KLAS,KIAD,PCT,ZDC,KLAS,L30,ZLA
ABI,KRIC AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI CME J15 ABQ J72 GUP HAHAA.RKSTR4 KLAS,KRIC,PCT,ZDC,KLAS,L30,ZLA
ABI,KBWI TERPZ8.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 ABQ J6 DRK EED.JANNY5 KBUR,KBWI,PCT,ZDC,KBUR,SCT,ZLA
ABI,KBWI TERPZ8.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI EWM J4 WLVRN ESTWD.HLYWD1 KLAX,KBWI,PCT,ZDC,KLAX,SCT,ZLA
ABI,KBWI TERPZ8.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI EWM J4 BXK EMLLD.DSNEE6 KLGB,KBWI,PCT,ZDC,KLGB,SCT,ZLA
ABI,KBWI TERPZ8.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI EWM J4 SSO J50 GBN J2 HOGGZ.LUCKI1 KSAN,KBWI,PCT,ZDC,KSAN,SCT,ZLA
ABI,KBWI TERPZ8.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI EWM J4 BXK EMLLD.DSNEE6 KSNA,KBWI,PCT,ZDC,KSNA,SCT,ZLA
ABI,KBWI TERPZ8.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 ABQ J6 DRK EED.JANNY5 KVNY,KBWI,PCT,ZDC,KVNY,SCT,ZLA
ABI,KDCA CLTCH3.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 ABQ J6 DRK EED.JANNY5 KBUR,KDCA,PCT,ZDC,KBUR,SCT,ZLA
ABI,KDCA CLTCH3.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI EWM J4 WLVRN ESTWD.HLYWD1 KLAX,KDCA,PCT,ZDC,KLAX,SCT,ZLA
ABI,KDCA CLTCH3.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI EWM J4 BXK EMLLD.DSNEE6 KLGB,KDCA,PCT,ZDC,KLGB,SCT,ZLA
ABI,KDCA CLTCH3.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI EWM J4 SSO J50 GBN J2 HOGGZ.LUCKI1 KSAN,KDCA,PCT,ZDC,KSAN,SCT,ZLA
ABI,KDCA CLTCH3.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI EWM J4 BXK EMLLD.DSNEE6 KSNA,KDCA,PCT,ZDC,KSNA,SCT,ZLA
ABI,KDCA CLTCH3.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 ABQ J6 DRK EED.JANNY5 KVNY,KDCA,PCT,ZDC,KVNY,SCT,ZLA
ABI,KIAD CLTCH3.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 ABQ J6 DRK EED.JANNY5 KBUR,KIAD,PCT,ZDC,KBUR,SCT,ZLA
ABI,KIAD CLTCH3.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI EWM J4 WLVRN ESTWD.HLYWD1 KLAX,KIAD,PCT,ZDC,KLAX,SCT,ZLA
ABI,KIAD CLTCH3.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI EWM J4 BXK EMLLD.DSNEE6 KLGB,KIAD,PCT,ZDC,KLGB,SCT,ZLA
ABI,KIAD CLTCH3.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI EWM J4 SSO J50 GBN J2 HOGGZ.LUCKI1 KSAN,KIAD,PCT,ZDC,KSAN,SCT,ZLA
ABI,KIAD CLTCH3.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI EWM J4 BXK EMLLD.DSNEE6 KSNA,KIAD,PCT,ZDC,KSNA,SCT,ZLA
ABI,KIAD CLTCH3.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 ABQ J6 DRK EED.JANNY5 KVNY,KIAD,PCT,ZDC,KVNY,SCT,ZLA
ABI,KRIC AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI CME J15 ABQ J6 DRK EED.JANNY5 KBUR,KRIC,PCT,ZDC,KBUR,SCT,ZLA
ABI,KRIC AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI EWM J4 WLVRN ESTWD.HLYWD1 KLAX,KRIC,PCT,ZDC,KLAX,SCT,ZLA
ABI,KRIC AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI EWM J4 BXK EMLLD.DSNEE6 KLGB,KRIC,PCT,ZDC,KLGB,SCT,ZLA
ABI,KRIC AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI EWM J4 SSO J50 GBN J2 HOGGZ.LUCKI1 KSAN,KRIC,PCT,ZDC,KSAN,SCT,ZLA
ABI,KRIC AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI EWM J4 BXK EMLLD.DSNEE6 KSNA,KRIC,PCT,ZDC,KSNA,SCT,ZLA
ABI,KRIC AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI CME J15 ABQ J6 DRK EED.JANNY5 KVNY,KRIC,PCT,ZDC,KVNY,SCT,ZLA
ABI,KRDU AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI CME J15 ABQ J72 GUP HAHAA.RKSTR4 KLAS,KRDU,RDU,ZDC,KLAS,L30,ZLA
ABI,KRDU SHPRD4.SHPRD AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI CME J15 ABQ J72 GUP HAHAA.RKSTR4 KLAS,KRDU,RDU,ZDC,KLAS,L30,ZLA
ABI,KRDU AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI CME J15 ABQ J6 DRK EED.JANNY5 KBUR,KRDU,RDU,ZDC,KBUR,SCT,ZLA
ABI,KRDU AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI EWM J4 WLVRN ESTWD.HLYWD1 KLAX,KRDU,RDU,ZDC,KLAX,SCT,ZLA
ABI,KRDU SHPRD4.SHPRD AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI EWM J4 WLVRN ESTWD.HLYWD1 KLAX,KRDU,RDU,ZDC,KLAX,SCT,ZLA
ABI,KRDU AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI EWM J4 BXK EMLLD.DSNEE6 KLGB,KRDU,RDU,ZDC,KLGB,SCT,ZLA
ABI,KRDU AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI EWM J4 SSO J50 GBN J2 HOGGZ.LUCKI1 KSAN,KRDU,RDU,ZDC,KSAN,SCT,ZLA
ABI,KRDU SHPRD4.SHPRD AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI EWM J4 SSO J50 GBN J2 HOGGZ.LUCKI1 KSAN,KRDU,RDU,ZDC,KSAN,SCT,ZLA
ABI,KRDU AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI EWM J4 BXK EMLLD.DSNEE6 KSNA,KRDU,RDU,ZDC,KSNA,SCT,ZLA
ABI,KRDU AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI CME J15 ABQ J6 DRK EED.JANNY5 KVNY,KRDU,RDU,ZDC,KVNY,SCT,ZLA
ABI,ZDC MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 ABQ J72 GUP HAHAA.RKSTR4 KLAS,,,ZDC,KLAS,L30,ZLA
ABI,ZDC MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 ABQ J6 DRK EED.JANNY5 KBUR,,,ZDC,KBUR,SCT,ZLA
ABI,ZDC MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI EWM J4 WLVRN ESTWD.HLYWD1 KLAX,,,ZDC,KLAX,SCT,ZLA
ABI,ZDC MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI EWM J4 BXK EMLLD.DSNEE6 KLGB,,,ZDC,KLGB,SCT,ZLA
ABI,ZDC MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI EWM J4 SSO J50 GBN J2 HOGGZ.LUCKI1 KSAN,,,ZDC,KSAN,SCT,ZLA
ABI,ZDC MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI EWM J4 BXK EMLLD.DSNEE6 KSNA,,,ZDC,KSNA,SCT,ZLA
ABI,ZDC MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 ABQ J6 DRK EED.JANNY5 KVNY,,,ZDC,KVNY,SCT,ZLA
ABI,KORF AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI CME J15 JNC HELPR.JAZZZ1 KSLC,KORF,ORF,ZDC,KSLC,S56,ZLC
ABI,KBWI TERPZ8.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 JNC HELPR.JAZZZ1 KSLC,KBWI,PCT,ZDC,KSLC,S56,ZLC
ABI,KDCA CLTCH3.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 JNC HELPR.JAZZZ1 KSLC,KDCA,PCT,ZDC,KSLC,S56,ZLC
ABI,KIAD CLTCH3.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 JNC HELPR.JAZZZ1 KSLC,KIAD,PCT,ZDC,KSLC,S56,ZLC
ABI,KRIC AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI CME J15 JNC HELPR.JAZZZ1 KSLC,KRIC,PCT,ZDC,KSLC,S56,ZLC
ABI,KRDU AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI CME J15 JNC HELPR.JAZZZ1 KSLC,KRDU,RDU,ZDC,KSLC,S56,ZLC
ABI,KRDU SHPRD4.SHPRD AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI CME J15 JNC HELPR.JAZZZ1 KSLC,KRDU,RDU,ZDC,KSLC,S56,ZLC
ABI,ZDC MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 JNC HELPR.JAZZZ1 KSLC,,,ZDC,KSLC,S56,ZLC
ABI,KORF AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI CME J15 ABQ J72 BLD J92 BTY RUSME.OAKES3 KOAK,KORF,ORF,ZDC,KOAK,NCT,ZOA
ABI,KORF AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI CME J15 ABQ J72 BLD J92 BTY RUSME.DYAMD5 KSFO,KORF,ORF,ZDC,KSFO,NCT,ZOA
ABI,KORF AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI CME J15 ABQ J72 BLD J92 BTY RUSME.RAZRR5 KSJC,KORF,ORF,ZDC,KSJC,NCT,ZOA
ABI,KBWI TERPZ8.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 ABQ J72 BLD J92 BTY RUSME.OAKES3 KOAK,KBWI,PCT,ZDC,KOAK,NCT,ZOA
ABI,KBWI TERPZ8.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 ABQ J72 BLD J92 BTY RUSME.DYAMD5 KSFO,KBWI,PCT,ZDC,KSFO,NCT,ZOA
ABI,KBWI TERPZ8.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 ABQ J72 BLD J92 BTY RUSME.RAZRR5 KSJC,KBWI,PCT,ZDC,KSJC,NCT,ZOA
ABI,KDCA CLTCH3.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 ABQ J72 BLD J92 BTY RUSME.OAKES3 KOAK,KDCA,PCT,ZDC,KOAK,NCT,ZOA
ABI,KDCA CLTCH3.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 ABQ J72 BLD J92 BTY RUSME.DYAMD5 KSFO,KDCA,PCT,ZDC,KSFO,NCT,ZOA
ABI,KDCA CLTCH3.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 ABQ J72 BLD J92 BTY RUSME.RAZRR5 KSJC,KDCA,PCT,ZDC,KSJC,NCT,ZOA
ABI,KIAD CLTCH3.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 ABQ J72 BLD J92 BTY RUSME.OAKES3 KOAK,KIAD,PCT,ZDC,KOAK,NCT,ZOA
ABI,KIAD CLTCH3.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 ABQ J72 BLD J92 BTY RUSME.DYAMD5 KSFO,KIAD,PCT,ZDC,KSFO,NCT,ZOA
ABI,KIAD CLTCH3.MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 ABQ J72 BLD J92 BTY RUSME.RAZRR5 KSJC,KIAD,PCT,ZDC,KSJC,NCT,ZOA
ABI,KRIC AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI CME J15 ABQ J72 BLD J92 BTY RUSME.OAKES3 KOAK,KRIC,PCT,ZDC,KOAK,NCT,ZOA
ABI,KRIC AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI CME J15 ABQ J72 BLD J92 BTY RUSME.DYAMD5 KSFO,KRIC,PCT,ZDC,KSFO,NCT,ZOA
ABI,KRIC AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI CME J15 ABQ J72 BLD J92 BTY RUSME.RAZRR5 KSJC,KRIC,PCT,ZDC,KSJC,NCT,ZOA
ABI,KRDU AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI CME J15 ABQ J72 BLD J92 BTY RUSME.OAKES3 KOAK,KRDU,RDU,ZDC,KOAK,NCT,ZOA
ABI,KRDU AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI CME J15 ABQ J72 BLD J92 BTY RUSME.DYAMD5 KSFO,KRDU,RDU,ZDC,KSFO,NCT,ZOA
ABI,KRDU SHPRD4.SHPRD AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI CME J15 ABQ J72 BLD J92 BTY RUSME.DYAMD5 KSFO,KRDU,RDU,ZDC,KSFO,NCT,ZOA
ABI,KRDU AWYAT Q52 CHOPZ THRSR VLKNN Q30 IZAAC EIC J4 ABI CME J15 ABQ J72 BLD J92 BTY RUSME.RAZRR5 KSJC,KRDU,RDU,ZDC,KSJC,NCT,ZOA
ABI,ZDC MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 ABQ J72 BLD J92 BTY RUSME.OAKES3 KOAK,,,ZDC,KOAK,NCT,ZOA
ABI,ZDC MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 ABQ J72 BLD J92 BTY RUSME.DYAMD5 KSFO,,,ZDC,KSFO,NCT,ZOA
ABI,ZDC MAULS Q40 BFOLO FIBER HRISN Q30 IZAAC EIC J4 ABI CME J15 ABQ J72 BLD J92 BTY RUSME.RAZRR5 KSJC,,,ZDC,KSJC,NCT,ZOA
ABI,ZID ARG NIIZZ CVE ABI CME.LZZRD4 KABQ,,,ZID,KABQ,ABQ,ZAB
ABI,ZID ARG NIIZZ CVE ABI EWM DRRVR.PINNG1 KPHX,,,ZID,KPHX,P50,ZAB
ABI,ZID ARG NIIZZ CVE ABI CME J15 ABQ J72 GUP HAHAA.RKSTR4 KLAS,,,ZID,KLAS,L30,ZLA
ABI,ZID ARG NIIZZ CVE ABI CME J15 ABQ J6 DRK EED.JANNY5 KBUR,,,ZID,KBUR,SCT,ZLA
ABI,ZID ARG NIIZZ CVE ABI EWM J4 WLVRN ESTWD.HLYWD1 KLAX,,,ZID,KLAX,SCT,ZLA
ABI,ZID ARG NIIZZ CVE ABI EWM J4 BXK EMLLD.DSNEE6 KLGB,,,ZID,KLGB,SCT,ZLA
ABI,ZID ARG NIIZZ CVE ABI EWM J4 SSO J50 GBN J2 HOGGZ.LUCKI1 KSAN,,,ZID,KSAN,SCT,ZLA
ABI,ZID ARG NIIZZ CVE ABI EWM J4 BXK EMLLD.DSNEE6 KSNA,,,ZID,KSNA,SCT,ZLA
ABI,ZID ARG NIIZZ CVE ABI CME J15 ABQ J6 DRK EED.JANNY5 KVNY,,,ZID,KVNY,SCT,ZLA
ABI,ZID ARG NIIZZ CVE ABI CME J15 JNC HELPR.JAZZZ1 KSLC,,,ZID,KSLC,S56,ZLC
ABI,ZID ARG NIIZZ CVE ABI CME J15 ABQ J72 BLD J92 BTY RUSME.OAKES3 KOAK,,,ZID,KOAK,NCT,ZOA
ABI,ZID ARG NIIZZ CVE ABI CME J15 ABQ J72 BLD J92 BTY RUSME.DYAMD5 KSFO,,,ZID,KSFO,NCT,ZOA
ABI,ZID ARG NIIZZ CVE ABI CME J15 ABQ J72 BLD J92 BTY RUSME.RAZRR5 KSJC,,,ZID,KSJC,NCT,ZOA
