EFF_DATE,DP_NAME,DP_COMPUTER_CODE,ARTCC,ORIG_GROUP,BODY_NAME,TRANSITION_COMPUTER_CODE,TRANSITION_NAME,ROUTE_POINTS,ROUTE_FROM_ORIG_GROUP
11/27/2025,BEAR LAKE,1U71.LUNDI,ZLC,1U7/28|34,PAPIE,,,PAPIE,1U7/28|34 PAPIE
11/27/2025,HOBBY,77S2.EUG,ZSE,77S/34,EUG,,,EUG,77S/34 EUG
11/27/2025,ACCRA,ACCRA5.ACCRA,ZAU,57C/08|26 KBUU/11|29 KENW KETB KHXF/09|27 KMKE/01L|01R|07L|07R|13|19L|19R|25L|25R|31 KMWC/04L|15L|22R|33R KRAC KUES,FANZI-ACCRA,,,FANZI WENUL KAJJY LVENS HHHUL ACCRA,57C/08|26 KBUU/11|29 KENW KETB KHXF/09|27 KMKE/01L|01R|07L|07R|13|19L|19R|25L|25R|31 KMWC/04L|15L|22R|33R KRAC KUES FANZI WENUL KAJJY LVENS HHHUL ACCRA
11/27/2025,ACONY,ACONY3.ACONY,ZSU,TJSJ/08|10|26|28,ACONY-PALDE,ACONY3.SAPPO,SAPPO TRANSITION,ACONY PALDE SAPPO,TJSJ/08|10|26|28 ACONY PALDE SAPPO
11/27/2025,ADAMM,ADAMM3.ADAMM,ZLA,KVNY/16L|16R|34L|34R,ADAMM,,,ADAMM,KVNY/16L|16R|34L|34R ADAMM
11/27/2025,ADELL,ADELL7.ADELL,ZAU,KARR/09|15|18|27|33|36 KDPA/02L|02R|10|15|20L|20R|28|33 KGYY/02|12|20|30 KLOT/02|09|20|27,ACITO-ADELL,ADELL7.AKMIE,AKMIE TRANSITION,ACITO ADELL AKMIE,KARR/09|15|18|27|33|36 KDPA/02L|02R|10|15|20L|20R|28|33 KGYY/02|12|20|30 KLOT/02|09|20|27 ACITO ADELL AKMIE
11/27/2025,ADELL,ADELL7.ADELL,ZAU,KARR/09|15|18|27|33|36 KDPA/02L|02R|10|15|20L|20R|28|33 KGYY/02|12|20|30 KLOT/02|09|20|27,ACITO-ADELL,ADELL7.ARLYN,ARLYN TRANSITION,ACITO ADELL AKMIE ARLYN,KARR/09|15|18|27|33|36 KDPA/02L|02R|10|15|20L|20R|28|33 KGYY/02|12|20|30 KLOT/02|09|20|27 ACITO ADELL AKMIE ARLYN
11/27/2025,ADEXE,ADEXE1.ADEXE,ZLC,KMAN/11,ADEXE,,,ADEXE,KMAN/11 ADEXE
11/27/2025,ADIBE,ADIBE1.ADIBE,ZLC,U34/13|31,ADIBE,,,ADIBE,U34/13|31 ADIBE
11/27/2025,ADYOS,ADYOS3.ADYOS,ZAB,KABQ/26,ABQ-ADYOS,ADYOS3.GUP,GALLUP TRANSITION,ABQ ADYOS BABYY BUSLE GUP,KABQ/26 ABQ ADYOS BABYY BUSLE GUP
11/27/2025,ADYOS,ADYOS3.ADYOS,ZAB,KABQ/21,ASTAH-ADYOS,ADYOS3.GUP,GALLUP TRANSITION,ASTAH LVSTA ADYOS BABYY BUSLE GUP,KABQ/21 ASTAH LVSTA ADYOS BABYY BUSLE GUP
11/27/2025,ADYOS,ADYOS3.ADYOS,ZAB,KABQ/26,ABQ-ADYOS,ADYOS3.ZUN,ZUNI TRANSITION,ABQ ADYOS PNYON ZUN,KABQ/26 ABQ ADYOS PNYON ZUN
11/27/2025,ADYOS,ADYOS3.ADYOS,ZAB,KABQ/21,ASTAH-ADYOS,ADYOS3.ZUN,ZUNI TRANSITION,ASTAH LVSTA ADYOS PNYON ZUN,KABQ/21 ASTAH LVSTA ADYOS PNYON ZUN
11/27/2025,AEROZ,AEROZ2.AEROZ,ZHU,3R9 KAUS KEDC KGTU KHYI KRYW T74,AMUSE-AEROZ,AEROZ2.SJT,SAN ANGELO TRANSITION,AMUSE AEROZ SJT,3R9 KAUS KEDC KGTU KHYI KRYW T74 AMUSE AEROZ SJT
11/27/2025,ALEXANDRIA,AEX3.AEX,ZHU,KAXH/09|27 KCXO KDWH KEFD KGLS/14|18|32|36 KHOU/04|13L|13R|22|31L|31R KIAH KIWS KLBX KSGR/17|35 KTME/18|36 T41/05|12|23|30,RAECN-AEX,AEX3.CEW,CRESTVIEW TRANSITION,RAECN VELCO AEX MCB CEW,KAXH/09|27 KCXO KDWH KEFD KGLS/14|18|32|36 KHOU/04|13L|13R|22|31L|31R KIAH KIWS KLBX KSGR/17|35 KTME/18|36 T41/05|12|23|30 RAECN VELCO AEX MCB CEW
11/27/2025,ALEXANDRIA,AEX3.AEX,ZHU,KAXH/09|27 KCXO KDWH KEFD KGLS/14|18|32|36 KHOU/04|13L|13R|22|31L|31R KIAH KIWS KLBX KSGR/17|35 KTME/18|36 T41/05|12|23|30,RAECN-AEX,AEX3.MCB,MCCOMB TRANSITION,RAECN VELCO AEX MCB,KAXH/09|27 KCXO KDWH KEFD KGLS/14|18|32|36 KHOU/04|13L|13R|22|31L|31R KIAH KIWS KLBX KSGR/17|35 KTME/18|36 T41/05|12|23|30 RAECN VELCO AEX MCB
11/27/2025,AFTON,AFTON4.GIGSE,ZLC,KAFO/34,WOLEN-GIGSE,,,WOLEN FRIDM GIGSE,KAFO/34 WOLEN FRIDM GIGSE
11/27/2025,AGERS,AGERS1.AGERS,ZMA,KFLL/28L|28R,DREDS-AGERS,AGERS1.DUCEN,DUCEN TRANSITION,DREDS SHELZ AGERS PERTS AARPS MMART ENWOD SEAZY DUCEN,KFLL/28L|28R DREDS SHELZ AGERS PERTS AARPS MMART ENWOD SEAZY DUCEN
11/27/2025,AGERS,AGERS1.AGERS,ZMA,KFLL/10L|10R,LLBOW-AGERS,AGERS1.DUCEN,DUCEN TRANSITION,LLBOW ROOOM YOLOO LRICK AGERS PERTS AARPS MMART ENWOD SEAZY DUCEN,KFLL/10L|10R LLBOW ROOOM YOLOO LRICK AGERS PERTS AARPS MMART ENWOD SEAZY DUCEN
11/27/2025,AGERS,AGERS1.AGERS,ZMA,KFLL/28L|28R,DREDS-AGERS,AGERS1.HURGI,HURGI TRANSITION,DREDS SHELZ AGERS HURGI,KFLL/28L|28R DREDS SHELZ AGERS HURGI
11/27/2025,AGERS,AGERS1.AGERS,ZMA,KFLL/10L|10R,LLBOW-AGERS,AGERS1.HURGI,HURGI TRANSITION,LLBOW ROOOM YOLOO LRICK AGERS HURGI,KFLL/10L|10R LLBOW ROOOM YOLOO LRICK AGERS HURGI
11/27/2025,AMEDEE,AHC1.AHC,ZOA,KSVE/11,AHC,,,AHC,KSVE/11 AHC
11/27/2025,AHEHU,AHEHU3.AHEHU,ZLC,KSMN/35,OMIXE-AHEHU,AHEHU3.FANID,FANID TRANSITION,OMIXE AHEHU FANID,KSMN/35 OMIXE AHEHU FANID
11/27/2025,AHEHU,AHEHU3.AHEHU,ZLC,KSMN/35,OMIXE-AHEHU,AHEHU3.FIPFE,FIPFE TRANSITION,OMIXE AHEHU FIPFE,KSMN/35 OMIXE AHEHU FIPFE
11/27/2025,AHMET,AHMET5.KKIDS,ZOB,KBKL/06L|06R|24L|24R KCGF/06|24 KLNN/05|10|23|28 KLPR/07|25,AHMET-KKIDS,AHMET5.EWC,ELLWOOD CITY TRANSITION,AHMET KKIDS ZAVEE EWC,KBKL/06L|06R|24L|24R KCGF/06|24 KLNN/05|10|23|28 KLPR/07|25 AHMET KKIDS ZAVEE EWC
11/27/2025,AHMET,AHMET5.KKIDS,ZOB,KBKL/06L|06R|24L|24R KCGF/06|24 KLNN/05|10|23|28 KLPR/07|25,AHMET-KKIDS,AHMET5.NUSMM,NUSMM TRANSITION,AHMET KKIDS NUSMM,KBKL/06L|06R|24L|24R KCGF/06|24 KLNN/05|10|23|28 KLPR/07|25 AHMET KKIDS NUSMM
11/27/2025,AJOFY,AJOFY1.AJOFY,ZAN,PACJ/32,UWUHI-AJOFY,,,UWUHI AJOFY,PACJ/32 UWUHI AJOFY
11/27/2025,AKIAK,AKIAK1.BET,ZAN,PFAK/03|21,WEEKE-BET,,,WEEKE BET,PFAK/03|21 WEEKE BET
11/27/2025,AKUMY,AKUMY5.AKUMY,ZAN,PAKP/02,MUSDE-AKUMY,,,MUSDE FIIAT INTON BOHNU AGEME AKUMY,PAKP/02 MUSDE FIIAT INTON BOHNU AGEME AKUMY
11/27/2025,AKUNA,AKUNA9.AKUNA,ZFW,KDFW/31L|31R,AKUNA,AKUNA9.MLC,MCALESTER TRANSITION,AKUNA TIKYS MLC,KDFW/31L|31R AKUNA TIKYS MLC
11/27/2025,AKUNA,AKUNA9.AKUNA,ZFW,KDFW/18L|18R,BPARK-AKUNA,AKUNA9.MLC,MCALESTER TRANSITION,BPARK YAMEL FIRMN BINGM BEMMR AKUNA TIKYS MLC,KDFW/18L|18R BPARK YAMEL FIRMN BINGM BEMMR AKUNA TIKYS MLC
11/27/2025,AKUNA,AKUNA9.AKUNA,ZFW,KDFW/35C|35L,CUZEN-AKUNA,AKUNA9.MLC,MCALESTER TRANSITION,CUZEN ITTTT AKUNA TIKYS MLC,KDFW/35C|35L CUZEN ITTTT AKUNA TIKYS MLC
11/27/2025,AKUNA,AKUNA9.AKUNA,ZFW,KDFW/36L|36R,HAZKL-AKUNA,AKUNA9.MLC,MCALESTER TRANSITION,HAZKL RYNNE AKUNA TIKYS MLC,KDFW/36L|36R HAZKL RYNNE AKUNA TIKYS MLC
11/27/2025,AKUNA,AKUNA9.AKUNA,ZFW,KDFW/17C|17R,SPERA-AKUNA,AKUNA9.MLC,MCALESTER TRANSITION,SPERA JGIRL CORTS BIGGD CMORE AKUNA TIKYS MLC,KDFW/17C|17R SPERA JGIRL CORTS BIGGD CMORE AKUNA TIKYS MLC
11/27/2025,ALAMO,ALAMO5.ALAMO,ZHU,KSAT/04|13L|13R|22|31L|31R KSSF/10|14|28|32,SAT,ALAMO5.AGJ,GOOCH SPRINGS TRANSITION,SAT GOBBY AGJ,KSAT/04|13L|13R|22|31L|31R KSSF/10|14|28|32 SAT GOBBY AGJ
11/27/2025,ALAMO,ALAMO5.ALAMO,ZHU,KSAT/04|13L|13R|22|31L|31R KSSF/10|14|28|32,SAT,ALAMO5.GOBBY,GOBBY TRANSITION,SAT GOBBY,KSAT/04|13L|13R|22|31L|31R KSSF/10|14|28|32 SAT GOBBY
11/27/2025,ALAMO,ALAMO5.ALAMO,ZHU,KSAT/04|13L|13R|22|31L|31R KSSF/10|14|28|32,SAT,ALAMO5.HENLY,HENLY TRANSITION,SAT HENLY,KSAT/04|13L|13R|22|31L|31R KSSF/10|14|28|32 SAT HENLY
11/27/2025,ALAMO,ALAMO5.ALAMO,ZHU,KSAT/04|13L|13R|22|31L|31R KSSF/10|14|28|32,SAT,ALAMO5.JUMBO,JUMBO TRANSITION,SAT HENLY JUMBO,KSAT/04|13L|13R|22|31L|31R KSSF/10|14|28|32 SAT HENLY JUMBO
11/27/2025,ALCOS,ALCOS6.ALCOS,ZDV,KCPR/03|08|21|26,ALCOS,ALCOS6.CKW,CHEROKEE TRANSITION,ALCOS CKW,KCPR/03|08|21|26 ALCOS CKW
11/27/2025,ALCOS,ALCOS6.ALCOS,ZDV,KCPR/03|08|21|26,ALCOS,ALCOS6.MBW,MEDICINE BOW TRANSITION,ALCOS MBW,KCPR/03|08|21|26 ALCOS MBW
11/27/2025,ALIAN,ALIAN2.ALIAN,ZFW,KDFW/35C|35L|36L|36R,GVINE-ALIAN,,,GVINE KMART MARSN RBBIT FUMED ALIAN,KDFW/35C|35L|36L|36R GVINE KMART MARSN RBBIT FUMED ALIAN
11/27/2025,ALIAN,ALIAN2.ALIAN,ZFW,KDFW/17C|17R|18L|18R,LARRN-ALIAN,,,LARRN GIGEM RBBIT FUMED ALIAN,KDFW/17C|17R|18L|18R LARRN GIGEM RBBIT FUMED ALIAN
11/27/2025,ALIAN,ALIAN2.ALIAN,ZFW,KDFW/31L|31R,RBBIT-ALIAN,,,RBBIT FUMED ALIAN,KDFW/31L|31R RBBIT FUMED ALIAN
11/27/2025,ALISS,ALISS7.ALISS,ZHU,5C1/17|35 KBAZ/13|17|31|35 KCVB/16|34 KPEZ/16|34 KRND/15L|15R|33L|33R KSAT/04|13L|13R|22|31L|31R KSKF/16|34 KSSF/10|14|28|32,TREVA-ALISS,,,TREVA TATAR ALISS,5C1/17|35 KBAZ/13|17|31|35 KCVB/16|34 KPEZ/16|34 KRND/15L|15R|33L|33R KSAT/04|13L|13R|22|31L|31R KSKF/16|34 KSSF/10|14|28|32 TREVA TATAR ALISS
11/27/2025,ALKAL,ALKAL1.ALKAL,ZLC,U76/10|28,ALKAL,,,ALKAL,U76/10|28 ALKAL
11/27/2025,ALMDN,ALMDN4.ALMDN,ZOA,KSJC/12L|12R,NEVSE-ALMDN,ALMDN4.HRNER,HRNER TRANSITION,NEVSE KIELY ALMDN DEEII HRNER,KSJC/12L|12R NEVSE KIELY ALMDN DEEII HRNER
11/27/2025,ALMDN,ALMDN4.ALMDN,ZOA,KSJC/12L|12R,NEVSE-ALMDN,ALMDN4.MOGEE,MOGEE TRANSITION,NEVSE KIELY ALMDN ROANA KAESS MOGEE,KSJC/12L|12R NEVSE KIELY ALMDN ROANA KAESS MOGEE
11/27/2025,ALMDN,ALMDN4.ALMDN,ZOA,KSJC/12L|12R,NEVSE-ALMDN,ALMDN4.ORRCA,ORRCA TRANSITION,NEVSE KIELY ALMDN ROANA AXXXX ORRCA,KSJC/12L|12R NEVSE KIELY ALMDN ROANA AXXXX ORRCA
11/27/2025,ALMDN,ALMDN4.ALMDN,ZOA,KSJC/12L|12R,NEVSE-ALMDN,ALMDN4.SYRAH,SYRAH TRANSITION,NEVSE KIELY ALMDN ROANA SYRAH,KSJC/12L|12R NEVSE KIELY ALMDN ROANA SYRAH
11/27/2025,ALMDN,ALMDN4.ALMDN,ZOA,KSJC/12L|12R,NEVSE-ALMDN,ALMDN4.TIPRE,TIPRE TRANSITION,NEVSE KIELY ALMDN ROANA HNNLE TIPRE,KSJC/12L|12R NEVSE KIELY ALMDN ROANA HNNLE TIPRE
11/27/2025,ALMON,ALMON1.ALMON,ZAB,KRYN/24L,JUPIN-ALMON,,,JUPIN ALMON,KRYN/24L JUPIN ALMON
11/27/2025,ALMON,ALMON1.ALMON,ZAB,KRYN/06R,ZILIG-ALMON,,,ZILIG ALMON,KRYN/06R ZILIG ALMON
11/27/2025,ALPIN,ALPIN4.KICNE,ZLC,KJAC/19,KICNE,ALPIN4.BPI,BIG PINEY TRANSITION,KICNE BPI,KJAC/19 KICNE BPI
11/27/2025,ALPIN,ALPIN4.KICNE,ZLC,KJAC/19,KICNE,ALPIN4.IDA,IDAHO FALLS TRANSITION,KICNE IDA,KJAC/19 KICNE IDA
11/27/2025,ALPYN,ALPYN1.ALPYN,ZOA,KRNO/35L|35R,NSTAR-ALPYN,ALPYN1.YERIN,YERIN TRANSITION,NSTAR ALPYN RYANN YERIN,KRNO/35L|35R NSTAR ALPYN RYANN YERIN
11/27/2025,ALTNN,ALTNN2.ALTNN,ZMA,KHST/06|24 KOPF/09L|09R|12|27L|27R|30 KTMB/09L|09R|13|27L|27R|31 X51/10|18|28|36,AGERS-ALTNN,ALTNN2.DUCEN,DUCEN TRANSITION,AGERS PERTS ALTNN MMART ENWOD SEAZY DUCEN,KHST/06|24 KOPF/09L|09R|12|27L|27R|30 KTMB/09L|09R|13|27L|27R|31 X51/10|18|28|36 AGERS PERTS ALTNN MMART ENWOD SEAZY DUCEN
11/27/2025,ALTNN,ALTNN2.ALTNN,ZMA,KMIA/08L|08R|09|12,CSALT-ALTNN,ALTNN2.DUCEN,DUCEN TRANSITION,CSALT DEALZ LIIVV FARRY AGERS PERTS ALTNN MMART ENWOD SEAZY DUCEN,KMIA/08L|08R|09|12 CSALT DEALZ LIIVV FARRY AGERS PERTS ALTNN MMART ENWOD SEAZY DUCEN
11/27/2025,ALTNN,ALTNN2.ALTNN,ZMA,KMIA/26L|26R|27,KROCS-ALTNN,ALTNN2.DUCEN,DUCEN TRANSITION,KROCS RUSSS RMIRO FARRY AGERS PERTS ALTNN MMART ENWOD SEAZY DUCEN,KMIA/26L|26R|27 KROCS RUSSS RMIRO FARRY AGERS PERTS ALTNN MMART ENWOD SEAZY DUCEN
11/27/2025,ALTNN,ALTNN2.ALTNN,ZMA,KMIA/30,WADLE-ALTNN,ALTNN2.DUCEN,DUCEN TRANSITION,WADLE RMIRO FARRY AGERS PERTS ALTNN MMART ENWOD SEAZY DUCEN,KMIA/30 WADLE RMIRO FARRY AGERS PERTS ALTNN MMART ENWOD SEAZY DUCEN
11/27/2025,AMEEE,AMEEE1.AMEEE,ZDC,KDCA/04,ERECA-AMEEE,AMEEE1.COLIN,COLIN TRANSITION,ERECA EDDGY AMEEE COLIN,KDCA/04 ERECA EDDGY AMEEE COLIN
11/27/2025,AMEEE,AMEEE1.AMEEE,ZDC,KDCA/19,FIMBI-AMEEE,AMEEE1.COLIN,COLIN TRANSITION,FIMBI MCNAB AMEEE COLIN,KDCA/19 FIMBI MCNAB AMEEE COLIN
11/27/2025,AMEEE,AMEEE1.AMEEE,ZDC,KDCA/15,LEAVY-AMEEE,AMEEE1.COLIN,COLIN TRANSITION,LEAVY FIMBI MCNAB AMEEE COLIN,KDCA/15 LEAVY FIMBI MCNAB AMEEE COLIN
11/27/2025,AMEEE,AMEEE1.AMEEE,ZDC,KDCA/01|33,REVGE-AMEEE,AMEEE1.COLIN,COLIN TRANSITION,REVGE BEBLE COVTO ALEEX DOGUE GUCER AMEEE COLIN,KDCA/01|33 REVGE BEBLE COVTO ALEEX DOGUE GUCER AMEEE COLIN
11/27/2025,AMEEE,AMEEE1.AMEEE,ZDC,KDCA/04,ERECA-AMEEE,AMEEE1.SCOOB,SCOOB TRANSITION,ERECA EDDGY AMEEE COLIN SCOOB,KDCA/04 ERECA EDDGY AMEEE COLIN SCOOB
11/27/2025,AMEEE,AMEEE1.AMEEE,ZDC,KDCA/19,FIMBI-AMEEE,AMEEE1.SCOOB,SCOOB TRANSITION,FIMBI MCNAB AMEEE COLIN SCOOB,KDCA/19 FIMBI MCNAB AMEEE COLIN SCOOB
11/27/2025,AMEEE,AMEEE1.AMEEE,ZDC,KDCA/15,LEAVY-AMEEE,AMEEE1.SCOOB,SCOOB TRANSITION,LEAVY FIMBI MCNAB AMEEE COLIN SCOOB,KDCA/15 LEAVY FIMBI MCNAB AMEEE COLIN SCOOB
11/27/2025,AMEEE,AMEEE1.AMEEE,ZDC,KDCA/01|33,REVGE-AMEEE,AMEEE1.SCOOB,SCOOB TRANSITION,REVGE BEBLE COVTO ALEEX DOGUE GUCER AMEEE COLIN SCOOB,KDCA/01|33 REVGE BEBLE COVTO ALEEX DOGUE GUCER AMEEE COLIN SCOOB
11/27/2025,AMERY,AMERY4.AMERY,ZHN,PHKO/17|35,AMERY,AMERY4.ROWIN,ROWIN TRANSITION,AMERY ROWIN,PHKO/17|35 AMERY ROWIN
11/27/2025,AMERY,AMERY4.AMERY,ZHN,PHKO/17|35,AMERY,AMERY4.TYPHO,TYPHO TRANSITION,AMERY TYPHO,PHKO/17|35 AMERY TYPHO
11/27/2025,ANAHEIM,ANAHM1.SLI,ZLA,KFUL/06|24 KLGB/08L|08R|12|26L|26R|30 KSNA/02L|02R|20R,SLI,ANAHM1.HEC,HECTOR TRANSITION,SLI PDZ APLES HEC,KFUL/06|24 KLGB/08L|08R|12|26L|26R|30 KSNA/02L|02R|20R SLI PDZ APLES HEC
11/27/2025,ANAHEIM,ANAHM1.SLI,ZLA,KFUL/06|24 KLGB/08L|08R|12|26L|26R|30 KSNA/02L|02R|20R,SLI,ANAHM1.LHS,LAKE HUGHES TRANSITION,SLI POXKU BAYJY DARTS LHS,KFUL/06|24 KLGB/08L|08R|12|26L|26R|30 KSNA/02L|02R|20R SLI POXKU BAYJY DARTS LHS
11/27/2025,ANAHEIM,ANAHM1.SLI,ZLA,KFUL/06|24 KLGB/08L|08R|12|26L|26R|30 KSNA/02L|02R|20R,SLI,ANAHM1.VTU,VENTURA TRANSITION,SLI WILMA LAX SADDE VTU,KFUL/06|24 KLGB/08L|08R|12|26L|26R|30 KSNA/02L|02R|20R SLI WILMA LAX SADDE VTU
11/27/2025,ANEKE,ANEKE2.CELAV,ZAB,KAXX/17,MIDAE-CELAV,,,MIDAE ANEKE BOPLE CELAV,KAXX/17 MIDAE ANEKE BOPLE CELAV
11/27/2025,ANGIL,ANGIL1.ANGIL,ZLC,8S1/36,TEPSE-ANGIL,,,TEPSE ANGIL,8S1/36 TEPSE ANGIL
11/27/2025,ARCHZ,ARCHZ1.ARCHZ,ZLC,KSLC/34L|34R|35,SCANT-ARCHZ,ARCHZ1.KROST,KROST TRANSITION,SCANT ARCHZ TRILA EDETH GAROT KROST,KSLC/34L|34R|35 SCANT ARCHZ TRILA EDETH GAROT KROST
11/27/2025,ARCHZ,ARCHZ1.ARCHZ,ZLC,KSLC/34L|34R|35,SCANT-ARCHZ,ARCHZ1.MLF,MILFORD TRANSITION,SCANT ARCHZ TRILA EDETH SEVYR MLF,KSLC/34L|34R|35 SCANT ARCHZ TRILA EDETH SEVYR MLF
11/27/2025,ARCHZ,ARCHZ1.ARCHZ,ZLC,KSLC/34L|34R|35,SCANT-ARCHZ,ARCHZ1.WINEN,WINEN TRANSITION,SCANT ARCHZ TRILA EDETH WINEN,KSLC/34L|34R|35 SCANT ARCHZ TRILA EDETH WINEN
11/27/2025,ARDIA,ARDIA7.ARDIA,ZFW,KDFW/31L|31R,ARDIA,ARDIA7.CLL,COLLEGE STATION TRANSITION,ARDIA ELLVR CLL,KDFW/31L|31R ARDIA ELLVR CLL
11/27/2025,ARDIA,ARDIA7.ARDIA,ZFW,KDFW/36L|36R,GVINE-ARDIA,ARDIA7.CLL,COLLEGE STATION TRANSITION,GVINE KMART MARSN KELLR MYGAL ARDIA ELLVR CLL,KDFW/36L|36R GVINE KMART MARSN KELLR MYGAL ARDIA ELLVR CLL
11/27/2025,ARDIA,ARDIA7.ARDIA,ZFW,KDFW/18L|18R,LARRN-ARDIA,ARDIA7.CLL,COLLEGE STATION TRANSITION,LARRN LIZIE CUTSO ARDIA ELLVR CLL,KDFW/18L|18R LARRN LIZIE CUTSO ARDIA ELLVR CLL
11/27/2025,ARDIA,ARDIA7.ARDIA,ZFW,KDFW/35C|35L,MECHL-ARDIA,ARDIA7.CLL,COLLEGE STATION TRANSITION,MECHL BORDD JYMME OWLLS SKTRR ARDIA ELLVR CLL,KDFW/35C|35L MECHL BORDD JYMME OWLLS SKTRR ARDIA ELLVR CLL
11/27/2025,ARDIA,ARDIA7.ARDIA,ZFW,KDFW/17C|17R,TREXX-ARDIA,ARDIA7.CLL,COLLEGE STATION TRANSITION,TREXX DALBY NEAPS ARDIA ELLVR CLL,KDFW/17C|17R TREXX DALBY NEAPS ARDIA ELLVR CLL
11/27/2025,ARDIA,ARDIA7.ARDIA,ZFW,KDFW/31L|31R,ARDIA,ARDIA7.ELLVR,ELLVR TRANSITION,ARDIA ELLVR,KDFW/31L|31R ARDIA ELLVR
11/27/2025,ARDIA,ARDIA7.ARDIA,ZFW,KDFW/36L|36R,GVINE-ARDIA,ARDIA7.ELLVR,ELLVR TRANSITION,GVINE KMART MARSN KELLR MYGAL ARDIA ELLVR,KDFW/36L|36R GVINE KMART MARSN KELLR MYGAL ARDIA ELLVR
11/27/2025,ARDIA,ARDIA7.ARDIA,ZFW,KDFW/18L|18R,LARRN-ARDIA,ARDIA7.ELLVR,ELLVR TRANSITION,LARRN LIZIE CUTSO ARDIA ELLVR,KDFW/18L|18R LARRN LIZIE CUTSO ARDIA ELLVR
11/27/2025,ARDIA,ARDIA7.ARDIA,ZFW,KDFW/35C|35L,MECHL-ARDIA,ARDIA7.ELLVR,ELLVR TRANSITION,MECHL BORDD JYMME OWLLS SKTRR ARDIA ELLVR,KDFW/35C|35L MECHL BORDD JYMME OWLLS SKTRR ARDIA ELLVR
11/27/2025,ARDIA,ARDIA7.ARDIA,ZFW,KDFW/17C|17R,TREXX-ARDIA,ARDIA7.ELLVR,ELLVR TRANSITION,TREXX DALBY NEAPS ARDIA ELLVR,KDFW/17C|17R TREXX DALBY NEAPS ARDIA ELLVR
11/27/2025,ARSENAL,ARSNL5.CSN,ZDC,KHEF/16L|16R,GADZI-CSN,ARSNL5.FLUKY,FLUKY TRANSITION,GADZI CSN FLUKY,KHEF/16L|16R GADZI CSN FLUKY
11/27/2025,ARSENAL,ARSNL5.CSN,ZDC,KHEF/34L|34R,SHRLI-CSN,ARSNL5.FLUKY,FLUKY TRANSITION,SHRLI CSN FLUKY,KHEF/34L|34R SHRLI CSN FLUKY
11/27/2025,ARSENAL,ARSNL5.CSN,ZDC,KHEF/16L|16R,GADZI-CSN,ARSNL5.GVE,GORDONSVILLE TRANSITION,GADZI CSN GVE,KHEF/16L|16R GADZI CSN GVE
11/27/2025,ARSENAL,ARSNL5.CSN,ZDC,KHEF/34L|34R,SHRLI-CSN,ARSNL5.GVE,GORDONSVILLE TRANSITION,SHRLI CSN GVE,KHEF/34L|34R SHRLI CSN GVE
11/27/2025,ARSENAL,ARSNL5.CSN,ZDC,KHEF/16L|16R,GADZI-CSN,ARSNL5.LDN,LINDEN TRANSITION,GADZI CSN LDN,KHEF/16L|16R GADZI CSN LDN
11/27/2025,ARSENAL,ARSNL5.CSN,ZDC,KHEF/34L|34R,SHRLI-CSN,ARSNL5.LDN,LINDEN TRANSITION,SHRLI CSN LDN,KHEF/34L|34R SHRLI CSN LDN
11/27/2025,ARSENAL,ARSNL5.CSN,ZDC,KHEF/16L|16R,GADZI-CSN,ARSNL5.MOL,MONTEBELLO TRANSITION,GADZI CSN MOL,KHEF/16L|16R GADZI CSN MOL
11/27/2025,ARSENAL,ARSNL5.CSN,ZDC,KHEF/34L|34R,SHRLI-CSN,ARSNL5.MOL,MONTEBELLO TRANSITION,SHRLI CSN MOL,KHEF/34L|34R SHRLI CSN MOL
11/27/2025,ARSENAL,ARSNL5.CSN,ZDC,KHEF/16L|16R,GADZI-CSN,ARSNL5.MRB,MARTINSBURG TRANSITION,GADZI CSN DAWNZ MRB,KHEF/16L|16R GADZI CSN DAWNZ MRB
11/27/2025,ARSENAL,ARSNL5.CSN,ZDC,KHEF/34L|34R,SHRLI-CSN,ARSNL5.MRB,MARTINSBURG TRANSITION,SHRLI CSN DAWNZ MRB,KHEF/34L|34R SHRLI CSN DAWNZ MRB
11/27/2025,ARSENAL,ARSNL5.CSN,ZDC,KHEF/16L|16R,GADZI-CSN,ARSNL5.WITTO,WITTO TRANSITION,GADZI CSN WITTO,KHEF/16L|16R GADZI CSN WITTO
11/27/2025,ARSENAL,ARSNL5.CSN,ZDC,KHEF/34L|34R,SHRLI-CSN,ARSNL5.WITTO,WITTO TRANSITION,SHRLI CSN WITTO,KHEF/34L|34R SHRLI CSN WITTO
11/27/2025,ARSENAL,ARSNL5.CSN,ZDC,KHEF/16L|16R,GADZI-CSN,ARSNL5.WOOLY,WOOLY TRANSITION,GADZI CSN DAWNZ MRB WOOLY,KHEF/16L|16R GADZI CSN DAWNZ MRB WOOLY
11/27/2025,ARSENAL,ARSNL5.CSN,ZDC,KHEF/34L|34R,SHRLI-CSN,ARSNL5.WOOLY,WOOLY TRANSITION,SHRLI CSN DAWNZ MRB WOOLY,KHEF/34L|34R SHRLI CSN DAWNZ MRB WOOLY
11/27/2025,ASORT,ASORT2.ASORT,ZAN,PAJN/08|26,CGL-ASORT,,,CGL BARLO LYNNS CUSHI ASORT,PAJN/08|26 CGL BARLO LYNNS CUSHI ASORT
11/27/2025,ASTORIA,AST3.AST,ZSE,KAST/08|14|26|32,AST,,,AST,KAST/08|14|26|32 AST
11/27/2025,ATASY,ATASY3.ATASY,ZSE,KTDO/06|24,ATASY,,,ATASY,KTDO/06|24 ATASY
