table,code_file
INFORMATION_SCHEMA.PARAMETERS,scripts/indexer/database_indexer.php
INFORMATION_SCHEMA.ROUTINES,scripts/indexer/database_indexer.php
INFORMATION_SCHEMA.STATISTICS,database/migrations/initiatives/004_initiative_timeline_alter_mysql.sql
INFORMATION_SCHEMA.VIEWS,scripts/indexer/database_indexer.php
NEW.parent_artcc,database/migrations/postgis/003_airports_table.sql
NEW.parent_tracon,database/migrations/postgis/003_airports_table.sql
SUA.geojson,api/data/sua/sua_geojson.php
SUA.geojson,api/data/sua/sua_list.php
SUA.geojson,scripts/merge_sua_data.js
SUA.geojson,scripts/merge_sua_data.php
SUA.geojson,scripts/transform_sua_geojson.js
Statsim.net,adl/migrations/stats/005_vatusa_event_stats.sql
Statsim.net,api/statsim/fetch.php
Statsim.net,api/statsim/plan_info.php
Statsim.net,assets/js/statsim_rates.js
Statsim.net,scripts/statsim/new_events_import.sql
Statsim.net,scripts/statsim_scraper.js
VATSIM_ADL.apts,scripts/refdata_sync_daemon.php
VATSIM_ADL.dbo.adl_flight_aircraft,database/migrations/swim/002_swim_api_database.sql
VATSIM_ADL.dbo.adl_flight_core,database/migrations/swim/002_swim_api_database.sql
VATSIM_ADL.dbo.adl_flight_plan,database/migrations/swim/002_swim_api_database.sql
VATSIM_ADL.dbo.adl_flight_position,database/migrations/swim/002_swim_api_database.sql
VATSIM_ADL.dbo.adl_flight_times,database/migrations/swim/002_swim_api_database.sql
VATSIM_ADL.dbo.adl_flight_tmi,database/migrations/swim/002_swim_api_database.sql
VATSIM_ADL.dbo.airway_segments,adl/migrations/ref/002_initial_data_load.sql
VATSIM_ADL.dbo.airway_segments,adl/scripts/sync_ref_to_adl.sql
VATSIM_ADL.dbo.airways,adl/migrations/ref/002_initial_data_load.sql
VATSIM_ADL.dbo.airways,adl/scripts/sync_ref_to_adl.sql
VATSIM_ADL.dbo.apts,api/statsim/plan_info.php
VATSIM_ADL.dbo.apts,assets/js/statsim_rates.js
VATSIM_ADL.dbo.apts,database/migrations/adl/022_cdr_artcc_columns.sql
VATSIM_ADL.dbo.apts,scripts/refdata_sync_daemon.php
VATSIM_ADL.dbo.area_centers,adl/migrations/ref/002_initial_data_load.sql
VATSIM_ADL.dbo.area_centers,adl/scripts/sync_ref_to_adl.sql
VATSIM_ADL.dbo.coded_departure_routes,adl/migrations/ref/002_initial_data_load.sql
VATSIM_ADL.dbo.coded_departure_routes,adl/scripts/sync_ref_to_adl.sql
VATSIM_ADL.dbo.nav_fixes,adl/migrations/ref/002_initial_data_load.sql
VATSIM_ADL.dbo.nav_fixes,adl/scripts/sync_ref_to_adl.sql
VATSIM_ADL.dbo.nav_procedures,adl/migrations/ref/002_initial_data_load.sql
VATSIM_ADL.dbo.nav_procedures,adl/scripts/sync_ref_to_adl.sql
VATSIM_ADL.dbo.ntml,assets/js/gdt.js
VATSIM_ADL.dbo.ntml,database/migrations/tmi/013_add_ntml_columns_to_tmi_programs.sql
VATSIM_ADL.dbo.ntml,database/migrations/tmi/014_migrate_ntml_to_tmi_programs.php
VATSIM_ADL.dbo.ntml,database/migrations/tmi/014_migrate_ntml_to_tmi_programs.sql
VATSIM_ADL.dbo.ntml,database/migrations/tmi/014_migrate_ntml_to_tmi_programs_api.php
VATSIM_ADL.dbo.oceanic_fir_bounds,adl/migrations/ref/002_initial_data_load.sql
VATSIM_ADL.dbo.oceanic_fir_bounds,adl/scripts/sync_ref_to_adl.sql
VATSIM_ADL.dbo.playbook_routes,adl/migrations/ref/002_initial_data_load.sql
VATSIM_ADL.dbo.playbook_routes,adl/scripts/sync_ref_to_adl.sql
VATSIM_ADL.dbo.public_routes,database/migrations/tmi/013_migrate_public_routes.sql
VATSIM_ADL.dbo.r_airport_totals,database/migrations/integration/002_vatsim_adl_hourly_rates.sql
VATSIM_ADL.dbo.r_hourly_rates,database/migrations/integration/002_vatsim_adl_hourly_rates.sql
VATSIM_ADL.sys.objects,database/migrations/integration/002_vatsim_adl_hourly_rates.sql
VATSIM_Data.dbo.Running_VATSIM_Data_2,database/migrations/vatsim_stats/002_migrate_historical_data.sql
VATSIM_REF.dbo.airway_segments,adl/migrations/ref/002_initial_data_load.sql
VATSIM_REF.dbo.airway_segments,adl/scripts/sync_ref_to_adl.sql
VATSIM_REF.dbo.airways,adl/migrations/ref/002_initial_data_load.sql
VATSIM_REF.dbo.airways,adl/scripts/sync_ref_to_adl.sql
VATSIM_REF.dbo.area_centers,adl/migrations/ref/002_initial_data_load.sql
VATSIM_REF.dbo.area_centers,adl/scripts/sync_ref_to_adl.sql
VATSIM_REF.dbo.coded_departure_routes,adl/migrations/ref/002_initial_data_load.sql
VATSIM_REF.dbo.coded_departure_routes,adl/scripts/sync_ref_to_adl.sql
VATSIM_REF.dbo.coded_departure_routes,database/migrations/swim/025_swim_refdata_tables.sql
VATSIM_REF.dbo.coded_departure_routes,scripts/swim_refdata_sync.php
VATSIM_REF.dbo.nav_fixes,adl/migrations/ref/002_initial_data_load.sql
VATSIM_REF.dbo.nav_fixes,adl/scripts/sync_ref_to_adl.sql
VATSIM_REF.dbo.nav_procedures,adl/migrations/ref/002_initial_data_load.sql
VATSIM_REF.dbo.nav_procedures,adl/scripts/sync_ref_to_adl.sql
VATSIM_REF.dbo.oceanic_fir_bounds,adl/migrations/ref/002_initial_data_load.sql
VATSIM_REF.dbo.oceanic_fir_bounds,adl/scripts/sync_ref_to_adl.sql
VATSIM_REF.dbo.playbook_routes,adl/migrations/ref/002_initial_data_load.sql
VATSIM_REF.dbo.playbook_routes,adl/scripts/sync_ref_to_adl.sql
VATSIM_REF.dbo.ref_sync_log,adl/migrations/ref/002_initial_data_load.sql
VATSIM_REF.dbo.ref_sync_log,adl/scripts/sync_ref_to_adl.sql
adl_boundary,adl/migrations/boundaries/001_boundaries_schema.sql
adl_boundary,adl/migrations/boundaries/002_boundaries_log_fix.sql
adl_boundary,adl/migrations/boundaries/003_boundary_import_procedure.sql
adl_boundary,adl/migrations/boundaries/005_widen_boundary_columns.sql
adl_boundary,adl/migrations/boundaries/006_fix_boundary_log_schema.sql
adl_boundary,adl/migrations/boundaries/008_boundary_optimization.sql
adl_boundary,adl/migrations/boundaries/009_boundary_grid_lookup.sql
adl_boundary,adl/migrations/boundaries/010_boundary_capacity.sql
adl_boundary,adl/migrations/boundaries/011_artcc_hierarchy.sql
adl_boundary,adl/migrations/boundaries/012_boundary_hierarchy.sql
adl_boundary,adl/php/boundary_gis_daemon.php
adl_boundary,adl/php/import_boundaries.php
adl_boundary,adl/procedures/diagnostic_boundary_crossings.sql
adl_boundary,api/adl/boundaries.php
adl_boundary,api/adl/import_boundaries.php
adl_boundary,api/ctp/boundaries.php
adl_boundary,scripts/indexer/run_indexer.php
adl_boundary_grid,adl/migrations/boundaries/009_boundary_grid_lookup.sql
adl_boundary_grid,adl/migrations/boundaries/009b_populate_all_boundary_grids.sql
adl_boundary_grid,adl/procedures/diagnostic_boundary_crossings.sql
adl_boundary_import_log,adl/migrations/boundaries/004_boundary_import_failures_log.sql
adl_boundary_import_log,api/adl/import_boundaries.php
adl_flight_boundary_log,adl/migrations/boundaries/001_boundaries_schema.sql
adl_flight_boundary_log,adl/migrations/boundaries/002_boundaries_log_fix.sql
adl_flight_boundary_log,adl/migrations/boundaries/003_boundary_import_procedure.sql
adl_flight_boundary_log,adl/migrations/boundaries/006_fix_boundary_log_schema.sql
adl_flight_boundary_log,adl/php/boundary_gis_daemon.php
adl_flight_boundary_log,adl/procedures/diagnostic_boundary_crossings.sql
adl_flight_boundary_log,adl/scripts/compress_active_tables.sql
adl_flight_core,adl/analysis/eta_wind_accuracy_analysis.sql
adl_flight_core,adl/analysis/eta_wind_accuracy_report.php
adl_flight_core,adl/migrations/boundaries/001_boundaries_schema.sql
adl_flight_core,adl/migrations/boundaries/002_boundaries_log_fix.sql
adl_flight_core,adl/migrations/boundaries/003_boundary_import_procedure.sql
adl_flight_core,adl/migrations/boundaries/006_fix_boundary_log_schema.sql
adl_flight_core,adl/migrations/boundaries/007_integrate_boundary_detection.sql
adl_flight_core,adl/migrations/changelog/000_deploy_changelog_system.sql
adl_flight_core,adl/migrations/changelog/002_trigger_flight_core.sql
adl_flight_core,adl/migrations/changelog/003_fix_flight_status_reference.sql
adl_flight_core,adl/migrations/core/001_adl_core_tables.sql
adl_flight_core,adl/migrations/core/007_remove_flight_status.sql
adl_flight_core,adl/migrations/crossings/002_flight_core_crossing_columns.sql
adl_flight_core,adl/migrations/crossings/DEPLOY_ALL_CROSSINGS.sql
adl_flight_core,adl/migrations/crossings/FIX_COLUMN_NAMES.sql
adl_flight_core,adl/migrations/eta/001_eta_trajectory_schema.sql
adl_flight_core,adl/migrations/eta/008_eta_trajectory_deploy.sql
adl_flight_core,adl/migrations/eta/009_deploy_eta_trajectory_system.sql
adl_flight_core,adl/migrations/navdata/006_simbrief_refresh_integration.sql
adl_flight_core,adl/migrations/oooi/001_oooi_schema.sql
adl_flight_core,adl/migrations/oooi/002_oooi_deploy.sql
adl_flight_core,adl/migrations/oooi/004_oooi_batch_v2.sql
adl_flight_core,adl/migrations/oooi/007_oooi_batch_v3.sql
adl_flight_core,adl/migrations/performance/005_delta_sync_indexes.sql
adl_flight_core,adl/migrations/tmi/005_gdt_sandbox_tables.sql
adl_flight_core,adl/migrations/weather/001_weather_alerts_schema.sql
adl_flight_core,adl/php/boundary_gis_daemon.php
adl_flight_core,adl/procedures/diagnostic_boundary_crossings.sql
adl_flight_core,adl/procedures/diagnostic_check.sql
adl_flight_core,adl/procedures/sp_Adl_RefreshFromVatsim_Normalized.sql
adl_flight_core,adl/procedures/sp_Adl_RefreshFromVatsim_Staged.sql
adl_flight_core,adl/scripts/archive_legacy_flights_history.sql
adl_flight_core,adl/scripts/migrate_legacy_to_normalized.sql
adl_flight_core,api/adl/boundaries.php
adl_flight_core,api/adl/demand/batch.php
adl_flight_core,api/adl/demand/details.php
adl_flight_core,api/adl/diagnose.php
adl_flight_core,api/analysis/tmi_compliance.php
adl_flight_core,api/swim/v1/flight.php
adl_flight_core,api/tmi/gdp_apply.php
adl_flight_core,api/tmi/gs_apply_ctd.php
adl_flight_core,database/migrations/adl/004_create_event_position_log.sql
adl_flight_core,database/migrations/adl/010_create_tmi_trajectory.sql
adl_flight_core,database/migrations/archive/ADL_Archive_FULL_DEPLOYMENT.sql
adl_flight_core,database/migrations/tmi/003_create_tmi_flight_control.sql
adl_flight_core,database/migrations/tmi/004_create_tmi_events_and_popup.sql
adl_flight_core,database/migrations/tmi/045_ctp_oceanic_schema.sql
adl_flight_core,scripts/diagnose_flight_counts.sql
adl_flight_core,scripts/indexer/run_indexer.php
adl_flight_core,scripts/swim_adl_reverse_sync.php
adl_flight_core,sql/migrations/20260117_add_flow_tables.sql
airports,adl/migrations/087_atis_tiered_cleanup.sql
airports,adl/migrations/088_airport_groupings_aspm82_opsnet45.sql
airports,adl/migrations/088_atis_batch_import.sql
airports,adl/migrations/089_fix_batch_import_stringagg.sql
airports,adl/migrations/090_detected_runway_config.sql
airports,adl/migrations/090_fix_runway_dedup.sql
airports,adl/migrations/094_fix_stale_atis_combination.sql
airports,adl/migrations/changelog/000_deploy_changelog_system.sql
airports,adl/migrations/core/001_adl_core_tables.sql
airports,adl/migrations/navdata/011_ourairports_global_import.sql
airports,adl/migrations/oooi/002_oooi_deploy.sql
airports,adl/migrations/oooi/003_seed_airport_zones.sql
airports,adl/migrations/oooi/006_zone_detection_arrival_fix.sql
airports,adl/migrations/oooi/010_airport_taxi_reference.sql
airports,adl/migrations/oooi/011_airport_connect_reference.sql
airports,adl/migrations/performance/007_apts_position_geo.sql
airports,adl/migrations/stats/005_vatusa_event_stats.sql
airports,adl/migrations/stats/006_airport_groupings.sql
airports,adl/migrations/stats/007_vatusa_event_computed_columns.sql
airports,adl/migrations/stats/008_apts_military_columns.sql
airports,adl/migrations/stats/009_fix_computed_formulas.sql
airports,adl/migrations/stats/010_complete_computed_formulas.sql
airports,adl/migrations/stats/011_extended_analytics.sql
airports,adl/migrations/tmi/005_add_fir_support.sql
airports,adl/migrations/tmi/005b_fix_canadian_fir.sql
airports,adl/migrations/wind/003_wind_tiered_resolution.sql
airports,adl/php/import_osm_airport_geometry.php
airports,adl/php/import_osm_web.php
airports,adl/procedures/fn_GetParseTier.sql
airports,adl/procedures/sp_Adl_RefreshFromVatsim_Normalized.sql
airports,adl/procedures/sp_ImportAirportGeometry.sql
airports,adl/procedures/sp_ProcessZoneDetectionBatch.sql
airports,adl/procedures/sp_ProcessZoneDetectionBatch_v3.sql
airports,adl/reference_data/generate_acd_sql.js
airports,adl/reference_data/import_airways.php
airports,adl/reference_data/import_procedures.php
airports,adl/reference_data/sql_output/06_acd_data.sql
airports,adl/scripts/migrate_legacy_to_normalized.sql
airports,airport_config.php
airports,api/analysis/escape_desert_archive.php
airports,api/analysis/tmi_compliance.php
airports,api/analysis/tmi_config.php
airports,api/ctp/flights/list.php
airports,api/ctp/routes/suggest.php
airports,api/data/fixes.php
airports,api/data/plans/configs.php
airports,api/data/plans/outlook.php
airports,api/data/review/tmr_weather.php
airports,api/data/tmi/ground_stop.php
airports,api/data/tmi/ground_stops.php
airports,api/data/weather_impacts.php
airports,api/demand/airports.php
airports,api/demand/override.php
airports,api/events/list.php
airports,api/gdt/programs/model.php
airports,api/gdt/programs/reoptimize.php
airports,api/gdt/programs/simulate.php
airports,api/gis/boundaries.php
airports,api/mgt/playbook/save.php
airports,api/mgt/tmi/configs.php
airports,api/mgt/tmi/coordinate.php
airports,api/mgt/tmi/ground_stops/post.php
airports,api/nod/advisory_import.php
airports,api/nod/discord-post.php
airports,api/nod/discord.php
airports,api/nod/tmi_active.php
airports,api/simulator/navdata.php
airports,api/simulator/routes.php
airports,api/simulator/traffic.php
airports,api/statsim/fetch.php
airports,api/statsim/plan_info.php
airports,api/statsim/save_rates.php
airports,api/swim/v1/auth.php
airports,api/swim/v1/reference/taxi-times.php
airports,api/swim/v1/tmi/reroutes.php
airports,api/swim/v1/ws/SubscriptionManager.php
airports,api/swim/v1/ws/WebSocketServer.php
airports,api/swim/v1/ws/swim-ws-client.js
airports,api/test/swim_reroute_test.php
airports,api/tmi/gdp_preview.php
airports,api/tmi/reroutes.php
airports,assets/js/cdm.js
airports,assets/js/config/filter-colors.js
airports,assets/js/demand.js
airports,assets/js/facility-hierarchy.js
airports,assets/js/fir-integration.js
airports,assets/js/gdt.js
airports,assets/js/initiative_timeline.js
airports,assets/js/jatoc.js
airports,assets/js/lib/norad-codes.js
airports,assets/js/lib/perti.js
airports,assets/js/nod.js
airports,assets/js/plan-tables.js
airports,assets/js/playbook.js
airports,assets/js/procs_enhanced.js
airports,assets/js/public-routes.js
airports,assets/js/route-maplibre.js
airports,assets/js/splits.js
airports,assets/js/statsim_rates.js
airports,assets/js/tmi-active-display.js
airports,assets/js/tmi-publish.js
airports,assets/js/tmi_compliance.js
airports,assets/js/tmr_report.js
airports,cdm.php
airports,cron/process_tmi_proposals.php
airports,database/migrations/adl/003_fix_event_types.sql
airports,database/migrations/adl/013_compute_tmi_tier.sql
airports,database/migrations/gdp/001_gdp_tables.sql
airports,database/migrations/postgis/002_extended_functions.sql
airports,database/migrations/postgis/003_airports_table.sql
airports,database/migrations/postgis/004_fix_disambiguation.sql
airports,database/migrations/postgis/route_analysis_function.sql
airports,database/migrations/schema/002_public_routes.sql
airports,database/migrations/schema/005_acd_data_full_schema.sql
airports,database/migrations/swim/002_swim_api_database.sql
airports,database/migrations/swim/003_swim_api_database_fixed.sql
airports,database/migrations/swim/012_swim_fixm_airports_gates.sql
airports,database/migrations/tmi/026_reroute_routes_filters.sql
airports,database/migrations/tmi/040_cdm_core_schema.sql
airports,database/migrations/tmi/045_ctp_oceanic_schema.sql
airports,database/migrations/tmr/003_tmr_demand_facilities.sql
airports,database/tables.php
airports,gdt.php
airports,integrations/vatis/config.php
airports,integrations/vatis/cron_sync.php
airports,integrations/vatis/src/ATISMonitor.php
airports,integrations/vatis/src/SWIMSync.php
airports,integrations/vatis/src/WeatherExtractor.php
airports,integrations/vfds/config.php
airports,integrations/vfds/cron_sync.php
airports,integrations/vfds/src/EDSTClient.php
airports,integrations/vfds/src/SWIMBridge.php
airports,integrations/vfds/src/TDLSSync.php
airports,load/config.example.php
airports,load/coordination_log.php
airports,load/discord/DiscordMessageParser.php
airports,load/discord/MultiDiscordAPI.php
airports,load/gdp_section.php
airports,load/services/GISService.php
airports,review.php
airports,route.php
airports,scripts/adl_archive/synapse/03_create_views.sql
airports,scripts/analyze_runway_data.sql
airports,scripts/atis_parser.php
airports,scripts/cdm_daemon.php
airports,scripts/config_data_migration.sql
airports,scripts/export_config_data.php
airports,scripts/export_config_to_sql.php
airports,scripts/export_sql.php
airports,scripts/fix_config_migration.sql
airports,scripts/import_rw_rates.php
airports,scripts/indexer/database_indexer.php
airports,scripts/indexer/run_indexer.php
airports,scripts/playbook/import_atc_zero.php
airports,scripts/playbook/import_faa_to_db.php
airports,scripts/playbook/import_historical_to_db.php
airports,scripts/playbook/recompute_traversed.php
airports,scripts/postgis/004_route_expansion_functions.sql
airports,scripts/postgis/016_hierarchy_filter_functions.sql
airports,scripts/refdata_sync_daemon.php
airports,scripts/statsim/074_vatusa_event_import.sql
airports,scripts/statsim/074_vatusa_event_import_1_events.sql
airports,scripts/statsim_scraper.js
airports,scripts/sync_division_events.php
airports,scripts/sync_perti_events.php
airports,scripts/tmi/import_historical.php
airports,scripts/tmi/load_test_tmi.php
airports,scripts/tmi/ntml_parser.php
airports,scripts/vatsim_adl_daemon.php
airports,sdk/php/src/Models/Flight.php
airports,simulator/engine/src/SimulationController.js
airports,simulator/engine/src/index.js
airports,simulator/engine/src/navigation/NavDataClient.js
airports,simulator/engine/src/tmi/GroundStopManager.js
airports,status.php
airports,swim.php
airports,transparency.php
analog_similarity_matrix,database/migrations/vatsim_stats/001_complete_schema.sql
artcc_boundaries,adl/php/boundary_gis_daemon.php
artcc_boundaries,database/migrations/adl/011_artcc_tier_lookup.sql
artcc_boundaries,database/migrations/postgis/001_boundaries_schema.sql
artcc_boundaries,database/migrations/postgis/002_extended_functions.sql
artcc_boundaries,database/migrations/postgis/003_airports_table.sql
artcc_boundaries,database/migrations/postgis/005_boundary_capacity.sql
artcc_boundaries,database/migrations/postgis/ctp_oceanic_validation.sql
artcc_boundaries,database/migrations/postgis/route_analysis_function.sql
artcc_boundaries,load/services/GISService.php
artcc_boundaries,scripts/indexer/run_indexer.php
artcc_boundaries,scripts/postgis/004_route_expansion_functions.sql
artcc_boundaries,scripts/postgis/006_batch_boundary_detection.sql
artcc_boundaries,scripts/postgis/007_batch_sector_detection.sql
artcc_boundaries,scripts/postgis/008_trajectory_crossings.sql
artcc_boundaries,scripts/postgis/009_boundary_adjacency_network.sql
artcc_boundaries,scripts/postgis/009_tracon_crossings.sql
artcc_boundaries,scripts/postgis/010_proximity_tiers.sql
artcc_boundaries,scripts/postgis/011_validate_tiers.sql
artcc_boundaries,scripts/postgis/012_artcc_tier_matrix.sql
artcc_boundaries,scripts/postgis/014_artcc_hierarchy.sql
artcc_boundaries,scripts/postgis/015_boundary_hierarchy.sql
artcc_boundaries,scripts/postgis/016_hierarchy_filter_functions.sql
artcc_boundaries,status.php
artcc_tier_matrix,scripts/postgis/012_artcc_tier_matrix.sql
artcc_tier_matrix,scripts/postgis/014_artcc_hierarchy.sql
artcc_tier_matrix,scripts/postgis/015_boundary_hierarchy.sql
assigned,adl/migrations/tmi/001_ntml_schema.sql
assigned,adl/migrations/tmi/002_gs_procedures.sql
assigned,adl/migrations/tmi/005_gdt_sandbox_tables.sql
assigned,adl/migrations/wind/003_wind_tiered_resolution.sql
assigned,adl/procedures/fn_GetParseTier.sql
assigned,adl/reference_data/sql_output/05_procedures.sql
assigned,advisory-templates.js
assigned,api/ctp/demand.php
assigned,api/ctp/flights/assign_edct.php
assigned,api/ctp/flights/assign_edct_batch.php
assigned,api/ctp/flights/compliance.php
assigned,api/ctp/flights/list.php
assigned,api/ctp/flights/remove_edct.php
assigned,api/data/parse_aixm_sua.php
assigned,api/data/schedule.php
assigned,api/data/tmi/reroute.php
assigned,api/gdt/demand/hourly.php
assigned,api/gdt/flights/list.php
assigned,api/gdt/index.php
assigned,api/gdt/programs/compress.php
assigned,api/gdt/programs/create.php
assigned,api/gdt/programs/get.php
assigned,api/gdt/programs/purge.php
assigned,api/gdt/programs/reoptimize.php
assigned,api/gdt/slots/list.php
assigned,api/gis/track_density.php
assigned,api/jatoc/incident.php
assigned,api/jatoc/report.php
assigned,api/mgt/schedule/delete.php
assigned,api/mgt/schedule/delete_bu.php
assigned,api/mgt/schedule/post.php
assigned,api/mgt/schedule/update.php
assigned,api/mgt/tmi/publish.php
assigned,api/swim/v1/ingest/metering.php
assigned,api/swim/v1/ingest/simtraffic.php
assigned,api/swim/v1/ingest/vnas/tags.php
assigned,api/swim/v1/tmi/reroutes.php
assigned,api/swim/v1/tmi/routes.php
assigned,api/tmi/gdp_apply.php
assigned,api/tmi/gdp_purge.php
assigned,api/tmi/gdp_simulate.php
assigned,api/tmi/reroutes.php
assigned,assets/js/config/phase-colors.js
assigned,assets/js/ctp.js
assigned,assets/js/gdp.js
assigned,assets/js/gdt.js
assigned,assets/js/lib/colors.js
assigned,assets/js/lib/perti.js
assigned,assets/js/nod-demand-layer.js
assigned,assets/js/nod.js
assigned,assets/js/playbook.js
assigned,assets/js/procs.js
assigned,assets/js/reroute.js
assigned,assets/js/schedule.js
assigned,assets/js/splits.js
assigned,assets/js/tmi-publish.js
assigned,ctp.php
assigned,database/migrations/gdp/001_gdp_tables.sql
assigned,database/migrations/org/002_add_org_code_to_plans.sql
assigned,database/migrations/reroute/001_create_reroute_tables.sql
assigned,database/migrations/reroute/002_create_reroute_tables_sqlserver.sql
assigned,database/migrations/sua/001_sua_activations.sql
assigned,database/migrations/sua/002_sua_definitions.sql
assigned,database/migrations/swim/005_swim_metering_fields.sql
assigned,database/migrations/swim/012_swim_fixm_airports_gates.sql
assigned,database/migrations/swim/014_swim_fixm_times_acdm.sql
assigned,database/migrations/swim/015_swim_fixm_tmi_metering.sql
assigned,database/migrations/swim/021_vnas_integration_schema.sql
assigned,database/migrations/tmi/002_create_tmi_slots.sql
assigned,database/migrations/tmi/003_create_tmi_flight_control.sql
assigned,database/migrations/tmi/004_create_tmi_events_and_popup.sql
assigned,database/migrations/tmi/005_create_views.sql
assigned,database/migrations/tmi/007_create_rbs_and_popup_procedures.sql
assigned,database/migrations/tmi/009_create_compression_and_retention.sql
assigned,database/migrations/tmi/010_gdt_incremental_schema.sql
assigned,database/migrations/tmi/011_create_gdt_views.sql
assigned,database/migrations/tmi/012_create_gdt_procedures.sql
assigned,database/migrations/tmi/029_create_tmi_flight_list.sql
assigned,database/migrations/tmi/037_gdp_phase1_fix_and_wire.sql
assigned,database/migrations/tmi/038_gdp_phase2_fpfs_rbd.sql
assigned,database/migrations/tmi/039_gdp_phase3_reoptimize.sql
assigned,database/migrations/tmi/041_gdp_phase4_fairness_observability.sql
assigned,database/migrations/tmi/045_ctp_oceanic_schema.sql
assigned,database/migrations/vatsim_stats/001_complete_schema.sql
assigned,database/tables.php
assigned,gdt.php
assigned,load/gdp_section.php
assigned,load/services/EDCTDelivery.php
assigned,schedule.php
assigned,scripts/backfill/hibernation_recovery.php
assigned,scripts/tmi/import_historical.php
assigned,scripts/vatsim_adl_daemon.php
assigned,status.php
aviationweather.gov,adl/migrations/weather/001_weather_alerts_schema.sql
aviationweather.gov,adl/php/import_weather_alerts.php
aviationweather.gov,api/data/sigmets.php
aviationweather.gov,api/weather/refresh.php
aviationweather.gov,status.php
awys.csv,adl/reference_data/generate_sql_v4.php
awys.csv,adl/reference_data/import_airways.php
awys.csv,adl/reference_data/import_all.php
awys.csv,adl/reference_data/sql_output/02_airways.sql
boundary_adjacency,adl/migrations/topology/002_artcc_topology_seed.sql
boundary_adjacency,load/services/GISService.php
boundary_adjacency,scripts/postgis/009_boundary_adjacency_network.sql
boundary_adjacency,scripts/postgis/010_proximity_tiers.sql
boundary_adjacency,scripts/postgis/012_artcc_tier_matrix.sql
boundary_adjacency,scripts/postgis/013_brin_indexes.sql
boundary_hierarchy,adl/migrations/boundaries/012_boundary_hierarchy.sql
boundary_hierarchy,adl/php/import_boundaries.php
boundary_hierarchy,api/adl/boundaries.php
boundary_hierarchy,api/adl/import_boundaries.php
boundary_hierarchy,scripts/postgis/015_boundary_hierarchy.sql
cdrs.csv,adl/reference_data/generate_sql_v4.php
cdrs.csv,adl/reference_data/import_all.php
cdrs.csv,adl/reference_data/import_cdrs.php
cdrs.csv,adl/reference_data/sql_output/03_cdrs.sql
cdrs.csv,assets/js/route-maplibre.js
cdrs.csv,scripts/refdata_sync_daemon.php
context_events,database/migrations/vatsim_stats/001_complete_schema.sql
daily_feature_vectors,database/migrations/vatsim_stats/001_complete_schema.sql
daily_pattern_assignments,database/migrations/vatsim_stats/001_complete_schema.sql
dbo.ACD_Data,adl/migrations/navdata/006_simbrief_refresh_integration.sql
dbo.ACD_Data,adl/procedures/sp_Adl_RefreshFromVatsim_Normalized.sql
dbo.ACD_Data,adl/procedures/sp_Adl_RefreshFromVatsim_Staged.sql
dbo.ACD_Data,adl/reference_data/generate_acd_sql.js
dbo.ACD_Data,adl/reference_data/sql_output/06_acd_data.sql
dbo.ACD_Data,database/migrations/schema/005_acd_data_full_schema.sql
dbo.adl_airspace_element,adl/migrations/crossings/001_planned_crossings_schema.sql
dbo.adl_airspace_element,adl/migrations/crossings/004_forecast_views.sql
dbo.adl_airspace_element,adl/migrations/crossings/DEPLOY_ALL_CROSSINGS.sql
dbo.adl_airspace_element,adl/migrations/crossings/FIX_COLUMN_NAMES.sql
dbo.adl_archive_config,database/migrations/archive/ADL_Archive_FULL_DEPLOYMENT.sql
dbo.adl_archive_config,database/migrations/backfill/001_backfill_throttle_config.sql
dbo.adl_archive_config,scripts/backfill/ResourceMeter.php
dbo.adl_archive_config,scripts/backfill/hibernation_recovery.php
dbo.adl_archive_log,adl/scripts/sp_ArchiveChangelog_Enhanced.sql
dbo.adl_archive_log,database/migrations/adl/014_archive_tmi_aware.sql
dbo.adl_archive_log,database/migrations/adl/016_tmi_trajectory_purge.sql
dbo.adl_archive_log,database/migrations/archive/ADL_Archive_FULL_DEPLOYMENT.sql
dbo.adl_boundary,adl/migrations/boundaries/009_boundary_grid_lookup.sql
dbo.adl_boundary,adl/migrations/boundaries/009b_populate_all_boundary_grids.sql
dbo.adl_boundary,adl/migrations/boundaries/010_boundary_capacity.sql
dbo.adl_boundary,adl/migrations/crossings/003_populate_priority_region.sql
dbo.adl_boundary,adl/migrations/crossings/DEPLOY_ALL_CROSSINGS.sql
dbo.adl_boundary,adl/migrations/navdata/007_waypoint_eta_integration.sql
dbo.adl_boundary,adl/php/boundary_gis_daemon.php
dbo.adl_boundary,adl/procedures/diagnostic_boundary_crossings.sql
dbo.adl_boundary,adl/procedures/sp_CalculatePlannedCrossings.sql
dbo.adl_boundary,adl/procedures/sp_CalculatePlannedCrossingsBatch_v2.sql
dbo.adl_boundary,adl/procedures/sp_CalculateWaypointETA.sql
dbo.adl_boundary,adl/procedures/sp_ProcessBoundaryAndCrossings_Background.sql
dbo.adl_boundary,adl/procedures/sp_ProcessBoundaryDetectionBatch.sql
dbo.adl_boundary,adl/procedures/sp_ProcessBoundaryDetectionBatch_v2.sql
dbo.adl_boundary,api/ctp/boundaries.php
dbo.adl_boundary,api/stats/boundary_debug.php
dbo.adl_boundary,status.php
dbo.adl_boundary_grid,adl/migrations/boundaries/009_boundary_grid_lookup.sql
dbo.adl_boundary_grid,adl/migrations/boundaries/009b_populate_all_boundary_grids.sql
